"ID","Date","Site .","Transect","Observer","Trap No","Bait","Species","Tag/ Clip","Indiv","Fate","Sex","Reprod","tail","hindfoot","ear","Mass","Notes","ID notes"
203,6/16/2012 0:00:00,"Airport",,"JB","R37","Seed","Peromyscus truei",2478.00,"2478","Ear tag","Female","Reprod.",97.00,22.00,23.00,37.00,,
204,6/17/2012 0:00:00,"Airport",,"JMH","R37","PB","Peromyscus truei",2478.00,"2478","Recap","Female","Reprod.",,,,31.00,,
205,6/19/2012 0:00:00,"Airport",,"SK","R37","Seed","Peromyscus truei",2478.00,"2478","Recap","Female","Reprod.",,,,35.00,,
206,6/15/2012 0:00:00,"Airport",,"JMH","R14","Seed","Peromyscus truei",2486.00,"2486","Ear tag","Male","Scrotal",90.00,22.00,25.00,21.00,"Made grunting sound in trap",
207,6/16/2012 0:00:00,"Airport",,"SK","R18","PB","Peromyscus truei",2486.00,"2486","Recap","Male","Scrotal",,,,19.00,,
208,6/17/2012 0:00:00,"Airport",,"SY","R40","PB","Peromyscus truei",3984.00,"3984","Ear tag","Male","Scrotal",97.00,22.00,24.00,22.00,,
209,6/18/2012 0:00:00,"Airport",,"SK","R39","PB","Peromyscus truei",3984.00,"3984","Recap","Male","Scrotal",,,,20.00,,
210,6/19/2012 0:00:00,"Airport",,"JMH","R7","Seed","Peromyscus truei",,"i","New, released","Female","Non-reprod.",80.00,21.00,22.00,15.50,,
211,6/19/2012 0:00:00,"Airport",,"JHH","M17","Seed","Reithrodontomys megalotis",2188.00,"2188","Recap","Male","Scrotal",,,,11.50,,
212,6/15/2012 0:00:00,"Airport",,"JHH","M18","Seed","Reithrodontomys megalotis",2439.00,"2439","Ear tag","Female","Reprod.",71.00,18.00,12.00,12.00,"Grooves in teeth",
213,6/17/2012 0:00:00,"Airport",,"SK","M9","PB","Reithrodontomys megalotis",2480.00,"2480","Ear tag","Male","Scrotal",72.00,16.00,14.00,11.50,"Grooved incisors, vaguely bi-colored brown tail",
214,6/18/2012 0:00:00,"Airport",,"SY","M18","Seed","Reithrodontomys megalotis",2480.00,"2480","Recap","Male","Scrotal",,,,10.00,,
215,6/17/2012 0:00:00,"Airport",,"JB","M18","Seed","Reithrodontomys megalotis",2481.00,"2481","Ear tag","Male","Scrotal",75.00,17.00,14.00,11.00,"Grooved incisors. Bi-colored tail. Thin line in thick line.",
216,6/19/2012 0:00:00,"Airport",,"SY","M18","Seed","Reithrodontomys megalotis",2481.00,"2481","Recap","Male","Scrotal",,,,12.00,,
217,6/15/2012 0:00:00,"Airport",,"SK","M26","Seed","Sylvilagus sp.",,"j","Released",,,,,,,,
218,6/15/2012 0:00:00,"Airport",,"SK","R24","Seed","Tamias rufus",2466.00,"2466","Ear tag","Female","Reprod.",105.00,30.00,15.00,58.00,"Very red. No black stripes, just brown",
219,6/15/2012 0:00:00,"Airport",,"SK","R33","Seed","Tamias rufus",2476.00,"2476","Ear tag","Male","Scrotal",105.00,32.00,14.00,49.00,"Very orange sides",
220,6/17/2012 0:00:00,"Airport",,"JMH","R40","Seed","Tamias rufus",2476.00,"2476","Recap","Male","Scrotal",,,,49.00,"Called non-scrotal in hand, but scrotal when first caught",
221,6/18/2012 0:00:00,"Airport",,"SK","R22","Seed","Tamias rufus",3971.00,"3971","Ear tag","Male","Scrotal",104.00,30.00,16.00,48.00,,
222,6/18/2012 0:00:00,"Airport",,"JB","R39","Seed","Tamias rufus",3972.00,"3972","Ear tag","Female","Non-reprod.",98.00,30.00,16.00,51.00,,
223,6/19/2012 0:00:00,"Airport",,"JB","R40","Seed","Tamias rufus",3972.00,"3972","Recap","Female","Non-reprod.",,,,50.00,,
224,6/17/2012 0:00:00,"Airport",,"SY","R22","Seed","Tamias rufus",3976.00,"3976","Ear tag","Female","Reprod.",97.00,30.00,17.00,55.00,"Very orange/red. Ran with tail down. Called NR in hand, but nipples visible when re-caught",
225,6/18/2012 0:00:00,"Airport",,"SK","R38","Seed","Tamias rufus",3976.00,"3976","Recap","Female","Reprod.",,,,55.00,"Visible nipples",
226,6/19/2012 0:00:00,"Airport",,"JB","R31","Seed","Tamias rufus",3976.00,"3976","Recap","Female","Reprod.",,,,54.00,,
227,6/16/2012 0:00:00,"Airport",,"JB","R25","Seed","Tamias rufus",,"k","Collected","Female","Reprod.",103.00,30.00,16.00,63.00,,"ID verified with skull"
228,6/19/2012 0:00:00,"Airport",,"JHH","R2","Seed","Tamias rufus",,"l","New, released","Male","Non-scrotal",94.00,28.00,12.00,57.00,,
229,6/19/2012 0:00:00,"Airport",,"JB","R22","Seed","Tamias rufus",,"m","New, released","Male","Scrotal",100.00,25.00,13.00,49.50,"Very red.",
230,6/19/2012 0:00:00,"Airport",,"SK","R24","Seed","Tamias rufus",,"n","New, collected","Male","Scrotal",97.00,29.00,13.00,47.00,"Seemed dark, and measurements a bit off","Skull indicates T. rufus"
