"ID","Date","Site .","Transect","Species","Trap No","Tag/ Clip","Fate","Sex","Reprod","Mass","Bait","Notes","tail","hindfoot","ear","SK notes","Field17","Field18","Field19","Field20","Field21","Field22"
176,7/22/2011 0:00:00,"Upper Hidden Valley","Meadow","Peromyscus maniculatus","M12","310","Recap","Male","S",14,"PB",,,,,,,,,,,
177,7/23/2011 0:00:00,"Upper Hidden Valley","Meadow","Peromyscus maniculatus","M13","310","Recap","Male","S",15,"SEED",,,,,,,,,,,
178,7/23/2011 0:00:00,"Upper Hidden Valley","Meadow","Peromyscus maniculatus","M16","s","NEW","Male","NS",12,"PB",,,,,,,,,,,
179,7/23/2011 0:00:00,"Upper Hidden Valley","Meadow","Peromyscus maniculatus","M8","t","NEW","Male","NS",10,"SEED","grey (baby)",58.00,15.00,16.00,,,,,,,
180,7/19/2011 0:00:00,"Upper Hidden Valley","Forest","Sorex monticolus","F18","u","Collected",,"X",5,"SEED","Dead in trap",45.00,12.00,8.00,"ID verified with skull & dentition characteristics. Dead in trap; no ear tag; specimen tag UHV 2",,,,,,
181,7/19/2011 0:00:00,"Upper Hidden Valley","Forest","Sorex monticolus","F37","v","Collected",,"X",5,"PB","Moribund",44.00,13.00,7.00,"ID verified with skull & dentition characteristics. Moribund; no ear tag; specimen tag UHV 5",,,,,,
182,7/19/2011 0:00:00,"Upper Hidden Valley","Forest","Sorex cinereus","F77","w","Collected",,"X",6,"PB","Dead in trap",39.00,12.00,7.00,"ID verified with skull & dentition characteristics. Dead in trap; no ear tag; specimen tag UHV 1",,,,,,
183,7/20/2011 0:00:00,"Upper Hidden Valley","Meadow","Sorex monticolus","M22","x","Collected","?","X",6,"PB",,47.00,13.00,8.00,"ID verified with skull & dentition characteristics. no ear tag; specimen tag UHV 6",,,,,,
184,7/20/2011 0:00:00,"Upper Hidden Valley","Riparian I","Sorex cinereus","W2","y","Collected","?","X",8,"PB",,39.00,12.00,,"ID based with skull & dentition characteristics; Specimen weight = 4.5g",,,,,,
185,7/22/2011 0:00:00,"Upper Hidden Valley","Riparian I","Sorex cinereus","W12","z","Collected",,"X",3,"PB","Dead in trap",39.00,12.00,7.00,"ID verified with skull & dentition characteristics. Dead in trap; no ear tag; specimen tag UHV 10",,,,,,
186,7/23/2011 0:00:00,"Upper Hidden Valley","Meadow","Spermophilus lateralis","M9","aa","NEW","Female","R",100,"SEED",,,,,,,,,,,
187,7/20/2011 0:00:00,"Upper Hidden Valley","Riparian I","Tamias minimus","W7","313","Marked","Male","X",,"SEED","Escaped before weighed",83.00,31.00,,,,,,,,
188,7/21/2011 0:00:00,"Upper Hidden Valley","Riparian I","Tamias minimus","W6","313","Recap","Male","X",43,"SEED",,,,,,,,,,,
189,7/22/2011 0:00:00,"Upper Hidden Valley","Riparian I","Tamias minimus","W18","313","Recap","Male","X",42,"SEED",,,,,,,,,,,
190,7/23/2011 0:00:00,"Upper Hidden Valley","Riparian I","Tamias minimus","W5","313","Recap","Male","X",44,"SEED",,,,,,,,,,,
191,7/21/2011 0:00:00,"Upper Hidden Valley","Meadow","Tamias minimus","M9","315","Marked","Male","NS",40,"SEED",,,,,,,,,,,
192,7/22/2011 0:00:00,"Upper Hidden Valley","Meadow","Tamias minimus","M8","315","Recap","Male","NS",39,"PB",,,,,,,,,,,
193,7/23/2011 0:00:00,"Upper Hidden Valley","Meadow","Tamias minimus","M15","315","Recap","Male","NS",,"SEED","Escaped before weighed",,,,,,,,,,
194,7/21/2011 0:00:00,"Upper Hidden Valley","Forest","Tamiasciurus hudsonicus","F7","bb","--","--","X",,"PB","stealing bait from front of trap",,,,,,,,,,
195,7/19/2011 0:00:00,"Upper Hidden Valley","Forest","Tamiascuius hudsonicus","F85","cc","--","--","X",,"PB","Trying to enter trap",,,,,,,,,,
196,7/20/2011 0:00:00,"Upper Hidden Valley","Forest","Tamiascuius hudsonicus","F87","cc","--","--","X",,"PB","crazy; covered in urine and feces; shot out of trap like a rocket",,,,,,,,,,
197,7/19/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M1","304","Marked","Male","S",24,"PB",,,,,,,,,,,
198,7/20/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W12","304","Recap","Male","S",23,"SEED",,,,,,,,,,,
199,7/21/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W11","304","Recap","Male","S",23,"SEED",,,,,,,,,,,
200,7/22/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W11","304","Recap","Male","S",21,"PB",,,,,,,,,,,
201,7/23/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M19","304","Recap","Male","S",20,"SEED",,,,,,,,,,,
202,7/19/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M22","305","Marked","Male","S",38,"PB",,,,,,,,,,,
203,7/19/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W9","306","Marked","Female","X",28,"SEED",,,,,,,,,,,
204,7/22/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W5","306","Recap","Female","X",29,"SEED",,,,,,,,,,,
205,7/19/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W13","307","Marked","Male","S",21,"SEED",,,,,,,,,,,
206,7/20/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M19","307","Recap","Male","S",23,"PB",,,,,,,,,,,
207,7/21/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M21","307","Recap","Male","S",23,"PB",,,,,,,,,,,
208,7/23/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W7","307","Recap","Male","S",20,"SEED",,,,,,,,,,,
209,7/19/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W16","308","Marked","Female","X",32,"PB",,,,,,,,,,,
210,7/21/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W3","308","Recap","Female","X",30,"SEED",,,,,,,,,,,
211,7/22/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W1","308","Recap","Female","X",30,"SEED",,,,,,,,,,,
212,7/23/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W12","308","Recap","Female","X",30,"SEED",,,,,,,,,,,
213,7/20/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M20","311","Marked","Female","X",28,"PB",,,,,,,,,,,
214,7/22/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M21","311","Recap","Female","X",29,"SEED",,,,,,,,,,,
215,7/20/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M20","312","Marked","Female","R",25,"SEED",,,,,,,,,,,
216,7/22/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W10","312","Recap","Female","R",29,"SEED",,,,,,,,,,,
217,7/20/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W11","314","Marked","Male","S",26,"SEED",,,,,,,,,,,
218,7/21/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W8","314","Recap","Male","S",26,"SEED",,,,,,,,,,,
219,7/22/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W4","314","Recap","Male","S",25,"SEED",,,,,,,,,,,
220,7/21/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M27","316","Marked","Female","NR",18,"PB",,,,,,,,,,,
221,7/23/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M23","316","Recap","Female","NR",19,"PB",,,,,,,,,,,
222,7/21/2011 0:00:00,"Upper Hidden Valley","Riparian I","Zapus princeps","W7","325","Marked","Male","S",26,"PB",,,,,,,,,,,
223,7/22/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M1","325","Recap","Male","S",26,"PB",,,,,,,,,,,
224,7/23/2011 0:00:00,"Upper Hidden Valley","Meadow","Zapus princeps","M3","325","Recap","Male","S",24,"PB",,,,,,,,,,,
