"ID","Site .","Team","Elevation","Date","Transect","Species","Trap No","Tag/ Clip","Fate","Sex","Reprod","Mass","Bait","Notes","tail","hindfoot","ear"
181,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R26","2052","recap","Male","Non-scrotal",12,"seed",,,,
182,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Meadow","Peromyscus maniculatus","M70","2055","ear tag","Female","Non-reprod.",12,"seed",,64.00,"18","14"
183,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus maniculatus","R54","2056","ear tag","Male","Scrotal",22,"pb",,68.00,"21","16"
184,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus maniculatus","R54","2056","recap","Male","Scrotal",21,"seed",,,,
185,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R55","2056","recap","Male","Scrotal",20,"seed",,,,
186,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus maniculatus","R44","2057","ear tag","Female","Non-reprod.",12,"pb",,59.00,"17","15"
187,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus maniculatus","R44","2057","recap","Female","Non-reprod.",12,"pb",,,,
188,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R45","2057","recap","Female","Non-reprod.",10,"pb",,,,
189,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus maniculatus","R48","2058","ear tag","Female","Reprod.",16,"seed",,61.00,"18","13"
190,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus maniculatus","R48","2058","recap","Female","Reprod.",16,"seed",,59.00,,
191,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus maniculatus","R49","2058","recap","Female","Reprod.",14,"seed",,,,
192,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Rocky","Peromyscus maniculatus","R53","2067","ear tag","Female","Non-reprod.",17,"seed",,67.00,"17","13"
193,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W15","2069","ear tag","Male","Scrotal",20,"seed",,69.00,"20","17"
194,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W15","2069","recap","Male","Scrotal",20,"pb",,,,
195,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W16","2070","ear tag","Female","Reprod.",30,"pb","Pregnant",81.00,"22","19"
196,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W18","2070","recap","Female","Reprod.",32,"pb",,,,
197,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W14","2070","recap","Female","Reprod.",33,"pb",,,,
198,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W19","2070","recap","Female","Reprod.",35,"seed","Pregnant",,,
199,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W16","2071","ear tag","Female","Non-reprod.",16,"seed",,65.00,"19","17"
200,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W15","2071","recap","Female","Non-reprod.",14,"seed","Multiple capture",,,
201,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W20","2071","recap","Female","Non-reprod.",14,"pb",,,,
202,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W17","2071","recap","Female","Non-reprod.",13,"seed",,,,
203,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W18","2074","ear tag","Female","Non-reprod.",14,"pb",,62.00,"18","13"
204,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W17","2074","recap","Female","Non-reprod.",16,"seed",,66.00,"20",
205,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W18","2074","recap","Female","Non-reprod.",14,"pb",,,,
206,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W17","2074","recap","Female","Non-reprod.",14,"seed",,,,
207,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W7","2077","ear tag","Female","Reprod.",19,"pb",,73.00,"19","14"
208,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W10","2077","recap","Female","Reprod.",22,"pb",,,,
209,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W10","2077","recap","Female","Reprod.",20,"seed",,,,
210,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W18","2077","recap","Female","Reprod.",18,"pb",,,,
211,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W11","2082","ear tag","Female","Reprod.",28,"seed",,69.00,"18","16"
212,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W11","2082","recap","Female","Reprod.",27,"seed","Possibly pregnant",65.00,"19",
213,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W19","2082","recap","Female","Reprod.",27,"pb",,,,
214,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W10","2082","recap","Female","Reprod.",19,"seed",,,,
215,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W12","2083","ear tag","Male","Scrotal",20,"seed",,79.00,"20","16"
216,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W13","2083","recap","Male","scrotal",22,"seed",,,,
217,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W11","2083","recap","Male","Scrotal",22,"seed",,,,
218,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W11","2083","recap","Male","Scrotal",20,"seed",,,,
219,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W14","2085","ear tag","Male","Non-scrotal",14,"pb",,60.00,"19","15"
220,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W16","2085","recap","Male","Non-scrotal",14,"pb",,,,
221,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W14","2085","recap","Male","Non-scrotal",14,"pb",,,,
222,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus maniculatus","R17","2088","ear tag","Female","Reprod.",22,"pb",,69.00,"19","16"
223,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus maniculatus","R16","2088","recap","Female","Reprod.",18,"seed",,,,
224,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R17","2088","recap","Female","Reprod.",20,"seed",,,,
225,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Peromyscus maniculatus","W19","2092","ear tag","Female","Reprod.",27,"pb",,67.00,"18","15"
226,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W19","2092","recap","Female","Reprod.",28,"pb",,,,
227,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W17","2092","recap","Female","Reprod.",28,"pb",,,,
228,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W20","2092","recap","Female","Reprod.",22,"pb",,,,
229,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W19","2092","recap","Female","Reprod.",18,"pb",,,,
230,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus maniculatus","R28","2094","ear tag","Female","Reprod.",18,"pb",,67.00,"18","15"
231,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus maniculatus","R19","2095","ear tag","Female","Non-reprod.",10,"seed",,52.00,"17","13"
232,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus maniculatus","R20","2095","recap","Female","Non-reprod.",10,"pb",,,,
233,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Meadow","Peromyscus maniculatus","M60","2099","ear tag","Male","Non-scrotal",25,"seed",,73.00,"19.5","15"
234,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Meadow","Peromyscus maniculatus","M68","2100","ear tag","Male","Non-scrotal",14,"seed",,93.00,"19","14"
235,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Meadow","Peromyscus maniculatus","M68","2100","recap","Male","Non-scrotal",14,"seed",,,,
236,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Meadow","Peromyscus maniculatus","M69","2100","recap","Male","Non-scrotal",12,"pb",,,,
237,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Meadow","Peromyscus maniculatus","M70","2100","recap","Male","Non-scrotal",12,"seed",,,,
238,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W12","2127","ear tag","Female","Reprod.",21,"seed",,69.00,"20","15"
239,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W10","2127","recap","Female","Reprod.",19,"seed","noted as 2121 recap, but this is the first instance of capture, likely 2127 with erroneous sex (male, scrotal)",,,
240,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W12","2127","recap","Female","Reprod.",20,"pb","Multiple capture",,,
241,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W15","2130","ear tag","Female","Non-reprod.",16,"seed","Multiple capture",66.00,"20","14"
242,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W16","2130","recap","Female","Non-reprod.",16,"pb",,,,
243,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W16","2131","ear tag","Female","Non-reprod.",14,"pb",,88.00,"21","15"
244,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W19","2132","ear tag","Female","Reprod.",24,"seed",,77.00,"18","13"
245,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W20","2132","recap","Female","Reprod.",20,"seed",,,,
246,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W18","2132","recap","Female","Reprod.",20,"pb",,,,
247,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W20","2132","recap","Female","Reprod.",18,"pb",,,,
248,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W20","2133","ear tag","Male","Non-scrotal",22,"pb",,66.00,"21","14"
249,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Peromyscus maniculatus","W20","2133","recap","Male","Non-scrotal",20,"seed","second tag added 290",,,
250,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W20","2133","recap","Male","Non-scrotal",19,"seed","second tag 290",,,
251,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W24","2134","ear tag","Female","Reprod.",20,"pb",,71.00,"18","15"
252,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W23","2134","recap","Female","Reprod.",18,"seed",,,,
253,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Peromyscus maniculatus","W13","2137","ear tag","Male","Non-scrotal",18,"pb",,69.00,"18","15"
254,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W13","2137","recap","Male","Non-scrotal",16,"seed",,64.00,"19","--"
255,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus maniculatus","R1","2138","ear tag","Male","Non-scrotal",16,"pb",,60.00,"19","17"
256,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus maniculatus","R7","2141","ear tag","Male","Non-scrotal",18,"pb",,66.00,"18","17"
257,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus maniculatus","R9","2141","recap","Male","Non-scrotal",18,"pb",,,,
258,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R6","2141","collected","Male","Non-scrotal",14,"pb","Dead in trap",58.00,"18","15"
259,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus maniculatus","R19","2143","ear tag","Male","Non-scrotal",12,"pb",,53.00,"18","14"
260,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus maniculatus","R25","2144","ear tag","Male","Non-scrotal",12,"pb",,64.00,"20","17"
261,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus maniculatus","R44","2146","ear tag","Male","Scrotal",21,"pb",,69.00,"20","14"
262,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R40","2146","recap","Male","Scrotal",24,"seed",,,,
263,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Meadow","Peromyscus maniculatus","M59","2149","ear tag","Female","Non-reprod.",12,"pb",,59.00,"18","15"
264,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Meadow","Peromyscus maniculatus","M55","2149","recap","Female","Non-reprod.",10,"seed",,,,
265,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Peromyscus maniculatus","M55","2149","recap","Female","Non-reprod.",10,"seed","Near dead, but ran away",,,
266,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Meadow","Peromyscus maniculatus","M70","2163","ear tag","Male","Scrotal",18,"pb",,66.00,"19","14"
267,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Peromyscus maniculatus","M70","2163","recap","Male","Scrotal",16,"seed",,,,
268,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus maniculatus","R27","2168","ear tag","Female","Reprod.",21,"pb","Pregnant",71.00,"19","15"
269,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R28","2168","recap","Female","Reprod.",21,"pb",,,,
270,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus maniculatus","R25","2169","ear tag","Female","Non-reprod.",11,"pb",,55.00,"23","15"
271,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus maniculatus","R6","2174","ear tag","Male","Scrotal",20,"pb",,71.00,"19","16"
272,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Meadow","Peromyscus maniculatus","M28","2200","ear tag","Male","Non-scrotal",17,"pb",,72.00,"18.5","13"
273,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Meadow","Peromyscus maniculatus","M28","2200","recap","Male","Non-scrotal",17,"seed",,,,
275,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Peromyscus maniculatus","W14","aa","escaped","Male","Non-reprod.",,"seed",,61.00,"17","13"
276,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Meadow","Peromyscus maniculatus","M22","bb","escaped","Female","Reprod.",,"seed",,94.00,"21","19"
277,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Peromyscus maniculatus","M59","cc","released","Male","Non-scrotal",13,"pb",,57.00,"18","14"
278,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Peromyscus maniculatus","M64","dd","released","Female","Reprod.",13,"pb",,62.00,"17","13"
279,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Peromyscus maniculatus","M64","ee","released","Female","Reprod.",14,"seed",,73.00,"17","16"
280,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Peromyscus maniculatus","M69","ff","released","Male","Non-scrotal",15,"seed",,64.00,"18","13"
281,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R31","gg","released","Male","Non-scrotal",22,"pb",,68.00,"19.5","15"
282,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R33","hh","released","Male","Non-scrotal",12,"pb",,61.00,"18","14"
283,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R4","ii","released","Male","Non-scrotal",15,"pb",,65.00,"19","15"
284,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus maniculatus","R44","jj","released","Male","Non-scrotal",8,"pb",,50.00,"18","11"
285,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W16","kk","released","Female","Non-reprod.",18,"pb",,71.00,"18","16"
286,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Peromyscus maniculatus","W2","ll","released","Male","Non-scrotal",14,"seed",,67.00,"19.5","16"
289,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus truei","R25","210","collected","Female","Non-reprod.",12,"pb",,74.00,"20","19"
290,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Rocky","Peromyscus truei","R46","486","collected","Female","Non-reprod.",20,"pb",,83.00,"19","20"
291,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Rocky","Peromyscus truei","R48","2060","ear tag","Male","Non-scrotal",21,"seed","Proportions seemed right for truei",95.00,"20","21"
292,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus truei","R43","2060","recap","Male","Non-scrotal",21,"seed",,,,
293,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus truei","R39","2060","recap","Male","Non-scrotal",21,"seed",,,,
294,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R33","2060","recap","Male","Non-scrotal",22,"pb",,,,
295,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus truei","R52","2060","recap","Male","Non-scrotal",21,"seed",,,,
296,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Rocky","Peromyscus truei","R3","2061","ear tag","Male","Non-scrotal",24,"pb",,87.00,"21","23"
297,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus truei","R15","2061","recap","Male","Non-scrotal",25,"pb",,,,
298,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R15","2061","recap","Male","Non-scrotal",22,"pb",,,,
299,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus truei","R17","2061","recap","Male","Non-scrotal",19,"pb",,,,
300,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Rocky","Peromyscus truei","R11","2064","ear tag","Female","Reprod.",24,"seed",,91.00,"21","23"
301,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus truei","R9","2064","recap","Female","Reprod.",26,"seed",,,,
302,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus truei","R6","2064","recap","Female","Reprod.",24,"pb",,,,
303,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R8","2064","recap","Female","Reprod.",22,"pb",,,,
304,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus truei","R11","2064","recap","Female","Reprod.",21,"pb",,,,
305,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Rocky","Peromyscus truei","R26","2065","ear tag","Male","Non-scrotal",26,"pb",,97.00,"23","25"
306,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Peromyscus truei","R26","2065","recap","Male","Non-scrotal",26,"seed",,,,
307,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus truei","R16","2065","recap","Male","Non-scrotal",25,"pb",,,,
308,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R16","2065","recap","Male","Non-scrotal",22,"pb",,,,
309,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Peromyscus truei","R21","2150","ear tag","Female","Non-reprod.",12,"pb","No pectoral spot",75.00,"21","21.5"
310,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R35","2166","ear tag","Female","Non-reprod.",12,"pb",,75.00,"21","20"
311,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R21","2170","collected","Male","Non-scrotal",24,"pb","Lost tail tip",89.00,"21","22"
312,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R17","2171","ear tag","Female","Reprod.",20,"pb",,85.00,"22","23"
313,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus truei","R15","2171","recap","Female","Reprod.",16,"pb",,,,
314,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R14","2172","ear tag","Male","Scrotal",21,"pb",,99.00,"22","22"
315,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus truei","R21","2172","recap","Male","Scrotal",20,"pb",,,,
316,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R1","2175","ear tag","Male","Non-scrotal",16,"pb","Fine tail with tuft. Juvenile",84.00,"22","18"
317,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus truei","R2","2175","recap","Male","Non-scrotal",15,"pb","Ears big for size. Juvenile",,,
318,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Rocky","Peromyscus truei","R1","mm","collected","Female","Reprod.",15,"pb",,71.00,"22","21"
319,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Rocky","Peromyscus truei","R39","nn","collected","Male","Scrotal",20,"seed","originally noted as P. cinitus but ID appears to be P. truei with teeth & skull",89.00,"21","21"
320,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Peromyscus truei","R46","oo","collected","Male","Non-scrotal",26,"pb",,99.00,"22","22"
321,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Peromyscus truei","R8","pp","released","Male","Non-scrotal",12,"pb","Big ears, tail tuft",77.00,"22","20"
322,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W4","253","ear tag","Female","Reprod.",13,"pb",,61.00,"17","13"
323,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W4","253","recap","Female","Reprod.",12,"pb",,,,
324,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W4","253","recap","Female","Reprod.",12,"pb",,,,
325,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M49","478","ear tag","Female","Reprod.",14,"seed",,65.00,"15","15"
326,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M48","478","recap","Female","Reprod.",13,"seed",,,,
327,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M64","483","ear tag","Female","Reprod.",16,"seed",,77.00,"18","12"
328,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M64","483","recap","Female","Reprod.",18,"seed",,,,
329,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M65","483","recap","Female","Reprod.",16,"seed",,,,
330,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M65","483","recap","Female","Reprod.",15,"pb",,,,
331,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W1","494","ear tag","Female","Reprod.",16,"pb",,68.00,"15","12"
332,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W1","494","recap","Female","Reprod.",,"pb","Pectoral spot. Called P. crinitus in data, but previously caught and identified as R. megalotis.",,,
333,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W3","2002","ear tag","Female","Reprod.",12,"seed",,72.00,"17","13"
334,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M37","2016","ear tag","Female","Reprod.",16,"pb",,69.00,"15","16"
335,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M41","2016","recap","Female","Reprod.",18,"pb",,,,
336,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M41","2016","recap","Female","Reprod.",21,"seed","Pregnant",,,
337,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M33","2019","ear tag","Female","Reprod.",15,"pb",,71.00,"16","13"
338,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M32","2019","recap","Female","Reprod.",15,"pb",,,,
339,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M33","2019","recap","Female","Reprod.",14,"seed",,,,
