"ID","Date","Site","Observer","Trap No","Bait","Species","Tag/ Clip","Indiv","Fate","Sex","Reprod","tail","hindfoot","ear","Mass","Notes","ID notes"
378,7/9/2012 0:00:00,"Grouse Point","SY","W6","Seed","Tamias minimus",3953.00,"3953","Recap","Female","Reprod.",,,,49.00,,
379,7/10/2012 0:00:00,"Grouse Point","SK","W1","Seed","Tamias minimus",3953.00,"3953","Recap","Female","Reprod.",,,,48.00,,
380,7/11/2012 0:00:00,"Grouse Point","JH","W5","Seed","Tamias minimus",3953.00,"3953","Recap","Female","Reprod.",,,,48.00,,
381,7/8/2012 0:00:00,"Grouse Point","SK","M38","Seed","Tamias minimus",3955.00,"3955","Ear tag","Female","Non-reprod.",100.00,30.00,15.00,34.00,,
382,7/7/2012 0:00:00,"Grouse Point","JH","F12","Seed","Tamias minimus",3956.00,"3956","Ear tag","Male","Scrotal",90.00,29.00,14.00,47.00,,
383,7/7/2012 0:00:00,"Grouse Point","SK","W15","Seed","Tamias minimus",3958.00,"3958","Ear tag","Female","Non-reprod.",108.00,29.00,12.00,49.00,"In torpor",
384,7/7/2012 0:00:00,"Grouse Point","SY","W4","Seed","Tamias minimus",3959.00,"3959","Ear tag","Male","Non-scrotal",89.00,19.00,12.00,38.00,,
385,7/11/2012 0:00:00,"Grouse Point","JH","W17","Seed","Tamias minimus",3959.00,"3959","Recap","Male","Non-scrotal",,,,40.00,"Double capture. Called S in hand, but NS on previous day",
386,7/7/2012 0:00:00,"Grouse Point","JB","F30","Seed","Tamias minimus",3961.00,"3961","Ear tag","Male","Non-scrotal",95.00,30.00,14.00,35.00,,
387,7/8/2012 0:00:00,"Grouse Point","SK","F30","PB","Tamias minimus",3961.00,"3961","Recap","Male","Non-scrotal",,,,35.00,,
388,7/9/2012 0:00:00,"Grouse Point","SK","F31","Seed","Tamias minimus",3961.00,"3961","Recap","Male","Non-scrotal",,,,38.00,"Called S in hand, but NS yesterday",
389,7/7/2012 0:00:00,"Grouse Point","JB","M50","Seed","Tamias minimus",3967.00,"3967","Ear tag","Female","Non-reprod.",85.00,29.00,12.00,36.00,"Ran with tail up",
390,7/8/2012 0:00:00,"Grouse Point","JB","M49","PB","Tamias minimus",3967.00,"3967","Recap","Female","Non-reprod.",,,,39.00,,
391,7/9/2012 0:00:00,"Grouse Point","JB","M48","PB","Tamias minimus",3967.00,"3967","Recap","Female","Non-reprod.",,,,36.50,,
392,7/11/2012 0:00:00,"Grouse Point","JH","M49","PB","Tamias minimus",3967.00,"3967","Recap","Female","Non-reprod.",,,,39.00,,
393,7/9/2012 0:00:00,"Grouse Point","SY","W2","PB","Tamias minimus",3980.00,"3980","Ear tag","Female","Non-reprod.",96.00,30.00,14.00,34.00,,
394,7/9/2012 0:00:00,"Grouse Point","SY","M43","PB","Tamias minimus",3982.00,"3982","Ear tag","Female","Non-reprod.",98.00,32.00,15.00,37.00,,
395,7/11/2012 0:00:00,"Grouse Point","SY","M44","Seed","Tamias minimus",3982.00,"3982","Recap","Female","Non-reprod.",,,,38.00,,
396,7/9/2012 0:00:00,"Grouse Point","SY","M3","PB","Tamias minimus",3986.00,"3986","Ear tag","Female","Non-reprod.",96.00,31.00,13.00,39.00,,
397,7/9/2012 0:00:00,"Grouse Point","SY","M19","PB","Tamias minimus",3989.00,"3989","Ear tag","Female","Non-reprod.",99.00,30.00,13.00,38.50,,
398,7/9/2012 0:00:00,"Grouse Point","JB","M5","PB","Tamias minimus",3990.00,"3990","Ear tag","Female","Non-reprod.",92.00,29.00,11.00,40.00,,
399,7/9/2012 0:00:00,"Grouse Point","JB","M20","Seed","Tamias minimus",3992.00,"3992","Ear tag","Male","Scrotal",95.00,29.00,15.00,40.00,,
400,7/11/2012 0:00:00,"Grouse Point","JH","M13","PB","Tamias minimus",3992.00,"3992","Recap","Male","Scrotal",,,,41.50,,
401,7/9/2012 0:00:00,"Grouse Point","SY","M21","Seed","Tamias minimus",3993.00,"3993","Ear tag","Male","Scrotal",95.00,28.00,14.00,43.00,,
402,7/9/2012 0:00:00,"Grouse Point","SY","M24","PB","Tamias minimus",3994.00,"3994","Ear tag","Male","Scrotal",92.00,29.00,14.00,31.50,"Ran with tail up",
403,7/9/2012 0:00:00,"Grouse Point","JB","M3","Seed","Tamias minimus",3995.00,"3995","Ear tag","Female","Non-reprod.",95.00,30.00,12.00,33.00,,
404,7/9/2012 0:00:00,"Grouse Point","SY","M1","PB","Tamias minimus",3996.00,"3996","Ear tag","Female","Reprod.",95.00,29.00,14.00,55.00,,
405,7/9/2012 0:00:00,"Grouse Point","JB","W1","Seed","Tamias minimus",3997.00,"3997","Ear tag","Male","Scrotal",92.00,28.00,13.00,33.00,"Borderline scrotal. Ran with tail up",
406,7/11/2012 0:00:00,"Grouse Point","SK","F3","PB","Tamias minimus",,"r","New, released","Male","Scrotal",100.00,29.00,14.00,42.00,,
407,7/11/2012 0:00:00,"Grouse Point","SK","F33","PB","Tamias minimus",,"s","New; collected","Male","Non-scrotal",109.00,29.00,13.00,42.00,,"Called S in hand. Specimen appeared NS. ID verified with skull"
408,7/11/2012 0:00:00,"Grouse Point","SK","F42","Seed","Tamias minimus",,"t","New, released","Female","Non-reprod.",100.00,28.00,12.00,33.00,,
409,7/11/2012 0:00:00,"Grouse Point","JB","F49","PB","Tamias minimus",,"u","New; collected","Male","Non-scrotal",85.00,29.00,13.00,32.00,,"Called S in hand. Specimen appeared NS. ID verified with skull"
410,7/11/2012 0:00:00,"Grouse Point","SK","F60","PB","Tamias minimus",,"v","New, released","Female","Non-reprod.",95.00,28.00,13.00,37.00,,
411,7/11/2012 0:00:00,"Grouse Point","SK","F62","Seed","Tamias minimus",,"w","New, released","Female","Reprod.",100.00,30.00,12.00,51.00,,
412,7/11/2012 0:00:00,"Grouse Point","SK","F69","PB","Tamias minimus",,"x","New, released","Female","Reprod.",104.00,27.00,12.00,46.00,,
413,7/11/2012 0:00:00,"Grouse Point","JB","F69","Seed","Tamias minimus",,"y","New, released","Male","Non-scrotal",99.00,26.00,13.00,42.00,,
414,7/11/2012 0:00:00,"Grouse Point","SY","M1","Seed","Tamias minimus",,"z","New, released","Male","Non-scrotal",99.00,30.00,14.00,42.00,,
415,7/11/2012 0:00:00,"Grouse Point","JH","M11","Seed","Tamias minimus",,"aa","New, released","Male","Scrotal",82.00,28.00,14.00,41.00,"Chunk missing from ear",
416,7/11/2012 0:00:00,"Grouse Point","SY","M3","Seed","Tamias minimus",,"bb","New, released","Male","Scrotal",92.00,27.00,15.00,38.00,,
417,7/11/2012 0:00:00,"Grouse Point","SY","M30","PB","Tamias minimus",,"cc","New, released","Male","Scrotal",92.00,29.00,15.00,34.00,,
418,7/11/2012 0:00:00,"Grouse Point","JH","M32","PB","Tamias minimus",,"dd","New, released","Female","Non-reprod.",95.00,29.00,13.00,33.00,,
419,7/11/2012 0:00:00,"Grouse Point","JH","M33","PB","Tamias minimus",,"ee","New, released","Female","Non-reprod.",87.00,24.00,15.00,34.00,,
420,7/11/2012 0:00:00,"Grouse Point","JH","M47","PB","Tamias minimus",,"ff","New, released","Female","Non-reprod.",97.00,30.00,14.00,37.00,,
421,7/11/2012 0:00:00,"Grouse Point","SY","R3","Seed","Tamias minimus",,"gg","New, released","Male","Non-scrotal",95.00,29.00,14.00,47.00,,
422,7/11/2012 0:00:00,"Grouse Point","SY","R9","Seed","Tamias minimus",,"hh","New, released","Male","Non-scrotal",105.00,32.00,16.00,42.00,"Ran with tail up",
423,7/11/2012 0:00:00,"Grouse Point","JH","W17","Seed","Tamias minimus",,"ii","New, released","Female","Non-reprod.",90.00,29.00,12.00,,"Double capture. Escaped before weight taken",
424,7/11/2012 0:00:00,"Grouse Point","SY","W18","Seed","Tamias minimus",,"jj","New, released","Male","Non-scrotal",95.00,29.00,16.00,46.00,,
427,7/10/2012 0:00:00,"Grouse Point","SK","R8","PB","Tamias quadrivittatus",3720.00,"3720","Ear tag","Male","Non-scrotal",105.00,31.00,14.00,,"Escaped before could be collected","Originally noted as T. minimus?, but skull indicated T. quadrivittatus"
428,7/11/2012 0:00:00,"Grouse Point","SY","R2","PB","Tamias quadrivittatus",3720.00,"3720","Recap; Collected","Male","Non-scrotal",,,,52.00,,"Originally noted as T. minimus?, but skull indicated T. quadrivittatus"
429,7/9/2012 0:00:00,"Grouse Point","JH","F11","Seed","Tamias minimus",3775.00,"3775","Ear tag; collected","Female","Non-reprod.",92.00,31.00,15.00,35.00,"Hind foot seemed big for minimus","ID verified with skull"
430,7/8/2012 0:00:00,"Grouse Point","SK","F69","Seed","Tamias quadrivittatus",3945.00,"3945","Ear tag","Female","Reprod.",118.00,31.00,17.00,75.00,"Lactating. Ran with tail at 45 degrees","ID verified with skull"
431,7/9/2012 0:00:00,"Grouse Point","SK","F69","Seed","Tamias quadrivittatus",3945.00,"3945","Recap","Female","Reprod.",,,,,"Escaped from scale","ID verified with skull"
432,7/10/2012 0:00:00,"Grouse Point","JB","F61","Seed","Tamias quadrivittatus",3945.00,"3945","Recap","Female","Reprod.",,,,69.50,"Black nipples","ID verified with skull"
433,7/11/2012 0:00:00,"Grouse Point","SK","F70","Seed","Tamias quadrivittatus",3945.00,"3945","Recap; Collected","Female","Reprod.",,,,75.00,,"ID verified with skull"
434,7/8/2012 0:00:00,"Grouse Point","SK","F57","Seed","Tamias quadrivittatus",3946.00,"3946","Ear tag; collected","Male","Non-scrotal",105.00,32.00,18.00,41.00,,"ID verified with skull"
435,7/11/2012 0:00:00,"Grouse Point","JH","R10","PB","Tamias quadrivittatus",,"k","New, released","Female","Reprod.",,30.00,21.00,66.00,"Short, previously broken tail. Pregnant. Ran with tail down.",
436,7/9/2012 0:00:00,"Grouse Point","SK","R6","PB","Tamias quadrivittatus",3734.00,"3734","Ear tag; collected","Male","Non-scrotal",119.00,31.00,16.00,45.00,,"ID verified with skull"
437,7/9/2012 0:00:00,"Grouse Point","SK","F51","Seed","Tamias quadrivittatus",3747.00,"3747","Ear tag","Female","Reprod.",110.00,29.00,14.00,61.00,,"Originally noted as T. minimus?, but skull indicated T. quadrivittatus"
438,7/10/2012 0:00:00,"Grouse Point","JB","F56","Seed","Tamias quadrivittatus",3747.00,"3747","Recap","Female","Reprod.",,,,63.00,"5 medium brown stripes, may be large T. min. Released because very reproductive.","Originally noted as T. minimus?, but skull indicated T. quadrivittatus"
439,7/11/2012 0:00:00,"Grouse Point","SK","F65","PB","Tamias quadrivittatus",3747.00,"3747","Recap; Collected","Female","Reprod.",,,,61.00,,"Originally noted as T. minimus?, but skull indicated T. quadrivittatus"
440,7/8/2012 0:00:00,"Grouse Point","SY","F53","Seed","Tamias quadrivittatus",3947.00,"3947","Ear tag; collected","Female","Non-reprod.",110.00,35.00,19.00,40.00,,"ID verified with skull"
441,7/8/2012 0:00:00,"Grouse Point","SK","R10","Seed","Tamias sp.",,"l","Escaped",,,,,,,"Ran with tail at 45 degrees",
