spp,true.lo,true.hi,obs.lo,obs.hi,mod.lo,mod.hi,sim,b,mtn,type,effort,era
1,1500,2800,1500,2750,1500,2750,1,50,FR,all,2,H
2,2400,3050,2550,2950,2500,2950,1,50,FR,all,2,H
3,2200,3700,2350,3550,2300,3600,1,50,FR,all,2,H
4,1550,3500,1550,3450,1500,3500,1,50,FR,all,2,H
5,1600,3200,1600,3150,1600,3200,1,50,FR,all,2,H
6,1950,2600,2000,2500,1950,2500,1,50,FR,all,2,H
7,1500,2700,1500,2650,1500,2650,1,50,FR,all,2,H
8,2100,3150,2550,2650,2500,2650,1,50,FR,all,2,H
9,1500,2900,1500,2850,1500,2850,1,50,FR,all,2,H
10,1500,3700,1650,3100,1650,3150,1,50,FR,all,2,H
11,1500,2850,1500,2800,1500,2800,1,50,FR,all,2,H
12,1800,3300,1900,3200,1900,3250,1,50,FR,all,2,H
13,2000,2800,2000,2800,1950,2800,1,50,FR,all,2,H
14,1500,3050,1550,2850,1500,2850,1,50,FR,all,2,H
15,2200,2950,2300,2900,2250,2950,1,50,FR,all,2,H
16,1500,2850,1500,2650,1500,2700,1,50,FR,all,2,H
17,2500,3700,2600,3500,2600,3550,1,50,FR,all,2,H
18,1750,3700,1850,3700,1850,3700,1,50,FR,all,2,H
19,2500,3700,2500,3700,2500,3700,1,50,FR,all,2,H
20,1850,2900,1900,2800,1900,2800,1,50,FR,all,2,H
21,1650,3150,1650,3150,1650,3200,1,50,FR,all,2,H
22,1500,2550,1500,2550,1500,2550,1,50,FR,all,2,H
23,1750,3300,1750,3300,1750,3300,1,50,FR,all,2,H
24,1500,3450,1500,3250,1500,3250,1,50,FR,all,2,H
25,1500,2650,1500,2600,1500,2600,1,50,FR,all,2,H
26,2400,2850,2550,2600,2500,2650,1,50,FR,all,2,H
27,2100,3050,2150,2950,2150,2950,1,50,FR,all,2,H
28,2150,3100,2200,3050,2200,3100,1,50,FR,all,2,H
29,2250,3700,2300,3700,2300,3700,1,50,FR,all,2,H
30,2100,3150,2250,3000,2200,3000,1,50,FR,all,2,H
31,2100,3350,2200,3300,2200,3300,1,50,FR,all,2,H
32,2500,3700,2500,3700,2450,3700,1,50,FR,all,2,H
33,2550,3700,2550,3600,2500,3650,1,50,FR,all,2,H
34,1500,2850,1550,2750,1500,2800,1,50,FR,all,2,H
35,2550,3650,2550,3650,2500,3700,1,50,FR,all,2,H
36,1500,2800,1500,2750,1500,2750,1,50,FR,all,2,H
37,1500,2800,1500,2600,1500,2650,1,50,FR,all,2,H
1,1500,2800,1500,2750,1500,2750,2,50,FR,all,2,H
2,2400,3050,2550,3050,2500,3100,2,50,FR,all,2,H
3,2200,3700,2350,3700,2300,3700,2,50,FR,all,2,H
4,1550,3500,1550,3450,1500,3500,2,50,FR,all,2,H
5,1600,3200,1650,3150,1650,3200,2,50,FR,all,2,H
6,1950,2600,2100,2550,2100,2550,2,50,FR,all,2,H
7,1500,2700,1500,2650,1500,2650,2,50,FR,all,2,H
8,2100,3150,2150,2650,2150,2650,2,50,FR,all,2,H
9,1500,2900,1500,2850,1500,2850,2,50,FR,all,2,H
10,1500,3700,1500,2600,1500,2600,2,50,FR,all,2,H
11,1500,2850,1500,2850,1500,2850,2,50,FR,all,2,H
12,1800,3300,1850,3150,1850,3200,2,50,FR,all,2,H
13,2000,2800,2150,2750,2150,2750,2,50,FR,all,2,H
14,1500,3050,1550,2950,1500,2950,2,50,FR,all,2,H
15,2200,2950,2300,2900,2300,2950,2,50,FR,all,2,H
16,1500,2850,1550,2650,1500,2700,2,50,FR,all,2,H
17,2500,3700,2650,3400,2650,3400,2,50,FR,all,2,H
18,1750,3700,1850,3700,1850,3700,2,50,FR,all,2,H
19,2500,3700,2500,3700,2500,3700,2,50,FR,all,2,H
20,1850,2900,2000,2800,2000,2800,2,50,FR,all,2,H
21,1650,3150,1650,2950,1650,2950,2,50,FR,all,2,H
22,1500,2550,1500,2400,1500,2400,2,50,FR,all,2,H
23,1750,3300,1750,3300,1750,3300,2,50,FR,all,2,H
24,1500,3450,1500,3150,1500,3200,2,50,FR,all,2,H
25,1500,2650,1500,2600,1500,2600,2,50,FR,all,2,H
26,2400,2850,2600,2600,2600,2650,2,50,FR,all,2,H
27,2100,3050,2150,2950,2150,2950,2,50,FR,all,2,H
28,2150,3100,2200,3000,2200,3000,2,50,FR,all,2,H
29,2250,3700,2300,3600,2300,3650,2,50,FR,all,2,H
30,2100,3150,2250,2900,2250,2950,2,50,FR,all,2,H
31,2100,3350,2150,3300,2150,3300,2,50,FR,all,2,H
32,2500,3700,2500,3650,2500,3700,2,50,FR,all,2,H
33,2550,3700,2600,3650,2600,3700,2,50,FR,all,2,H
34,1500,2850,1550,2750,1550,2750,2,50,FR,all,2,H
35,2550,3650,2550,3500,2550,3500,2,50,FR,all,2,H
36,1500,2800,1500,2750,1500,2750,2,50,FR,all,2,H
37,1500,2800,1500,2600,1500,2650,2,50,FR,all,2,H
1,1500,2800,1500,2750,1500,2750,3,50,FR,all,2,H
2,2400,3050,2550,2950,2550,2950,3,50,FR,all,2,H
3,2200,3700,2350,3500,2350,3550,3,50,FR,all,2,H
4,1550,3500,1550,3450,1500,3500,3,50,FR,all,2,H
5,1600,3200,1600,3150,1600,3200,3,50,FR,all,2,H
6,1950,2600,2050,2450,2000,2500,3,50,FR,all,2,H
7,1500,2700,1500,2650,1500,2650,3,50,FR,all,2,H
8,2100,3150,2150,2750,2150,2750,3,50,FR,all,2,H
9,1500,2900,1500,2850,1500,2850,3,50,FR,all,2,H
10,1500,3700,1600,3350,1600,3350,3,50,FR,all,2,H
11,1500,2850,1500,2800,1500,2800,3,50,FR,all,2,H
12,1800,3300,1850,3150,1850,3200,3,50,FR,all,2,H
13,2000,2800,2150,2750,2150,2750,3,50,FR,all,2,H
14,1500,3050,1550,2950,1550,2950,3,50,FR,all,2,H
15,2200,2950,2200,2900,2200,2900,3,50,FR,all,2,H
16,1500,2850,1550,2650,1500,2700,3,50,FR,all,2,H
17,2500,3700,2700,3600,2650,3650,3,50,FR,all,2,H
18,1750,3700,1850,3500,1850,3550,3,50,FR,all,2,H
19,2500,3700,2500,3700,2500,3700,3,50,FR,all,2,H
20,1850,2900,2000,2800,1950,2800,3,50,FR,all,2,H
21,1650,3150,1650,3150,1650,3200,3,50,FR,all,2,H
22,1500,2550,1500,2550,1500,2550,3,50,FR,all,2,H
23,1750,3300,1750,3300,1750,3300,3,50,FR,all,2,H
24,1500,3450,1500,3150,1500,3200,3,50,FR,all,2,H
25,1500,2650,1500,2600,1500,2600,3,50,FR,all,2,H
26,2400,2850,2550,2550,2500,2550,3,50,FR,all,2,H
27,2100,3050,2150,2950,2150,2950,3,50,FR,all,2,H
28,2150,3100,2200,3000,2200,3000,3,50,FR,all,2,H
29,2250,3700,2300,3700,2300,3700,3,50,FR,all,2,H
30,2100,3150,2150,3000,2150,3000,3,50,FR,all,2,H
31,2100,3350,2150,3300,2150,3300,3,50,FR,all,2,H
32,2500,3700,2500,3500,2500,3500,3,50,FR,all,2,H
33,2550,3700,2600,3700,2600,3700,3,50,FR,all,2,H
34,1500,2850,1550,2750,1550,2750,3,50,FR,all,2,H
35,2550,3650,2550,3500,2550,3500,3,50,FR,all,2,H
36,1500,2800,1500,2750,1500,2750,3,50,FR,all,2,H
37,1500,2800,1550,2600,1500,2650,3,50,FR,all,2,H
1,1500,2800,1550,2750,1550,2750,4,50,FR,all,2,H
2,2400,3050,2550,2950,2550,2950,4,50,FR,all,2,H
3,2200,3700,2350,3500,2350,3550,4,50,FR,all,2,H
4,1550,3500,1550,3450,1500,3500,4,50,FR,all,2,H
5,1600,3200,1650,3150,1650,3200,4,50,FR,all,2,H
6,1950,2600,2050,2450,2000,2500,4,50,FR,all,2,H
