bin,Elevation,spp,Abbrev,Y,Ytot,binsAway,distAway,distAway_sc,interpPatchy,spAbund,delta,era,mtn,set
1,1400,1,Mafla,0,0,4,200,-0.37961277793552395,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
2,1450,1,Mafla,0,14,3,150,-0.46822901000880085,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
3,1500,1,Mafla,0,280,2,100,-0.5568452420820778,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
4,1550,1,Mafla,0,260,1,50,-0.6454614741553546,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
5,1600,1,Mafla,1,454,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
6,1650,1,Mafla,0,129,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
7,1700,1,Mafla,0,83,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
8,1750,1,Mafla,2,60,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
9,1800,1,Mafla,0,38,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
10,1850,1,Mafla,0,17,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
11,1900,1,Mafla,0,12,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
12,1950,1,Mafla,0,18,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
13,2000,1,Mafla,0,51,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
14,2050,1,Mafla,0,52,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
15,2100,1,Mafla,4,81,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
16,2150,1,Mafla,0,43,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
17,2200,1,Mafla,0,23,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
18,2250,1,Mafla,0,31,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
19,2300,1,Mafla,6,232,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
20,2350,1,Mafla,0,15,0,0,-0.7340777062286316,0.6666666666666666,32,0.2366614650395876,H,FR,FR_H
