bin,Elevation,spp,Abbrev,Y,Ytot,binsAway,distAway,distAway_sc,interpPatchy,spAbund,delta,era,mtn,set
21,2400,2,Necin,0,50,0,0,-0.7738558913944539,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
22,2450,2,Necin,0,121,0,0,-0.7738558913944539,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
23,2500,2,Necin,1,174,0,0,-0.7738558913944539,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
24,2550,2,Necin,6,282,0,0,-0.7738558913944539,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
25,2600,2,Necin,0,19,1,50,-0.7068509863999849,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
26,2650,2,Necin,0,0,2,100,-0.639846081405516,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
27,2700,2,Necin,0,3,3,150,-0.572841176411047,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
28,2750,2,Necin,0,65,4,200,-0.505836271416578,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
29,2800,2,Necin,0,3,5,250,-0.4388313664221092,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
30,2850,2,Necin,0,142,6,300,-0.3718264614276402,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
31,2900,2,Necin,0,54,7,350,-0.30482155643317127,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
32,2950,2,Necin,0,2,8,400,-0.23781665143870231,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
33,3000,2,Necin,0,81,9,450,-0.1708117464442334,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
34,3050,2,Necin,0,39,10,500,-0.10380684144976443,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
35,3100,2,Necin,0,2,11,550,-0.03680193645529549,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
36,3150,2,Necin,0,14,12,600,0.030202968539173456,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
37,3200,2,Necin,0,194,13,650,0.0972078735336424,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
38,3250,2,Necin,0,271,14,700,0.16421277852811134,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
39,3300,2,Necin,0,4,15,750,0.2312176835225803,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
40,3350,2,Necin,0,131,16,800,0.29822258851704925,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
41,3400,2,Necin,0,178,17,850,0.3652274935115182,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
42,3450,2,Necin,0,29,18,900,0.4322323985059871,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
43,3500,2,Necin,0,267,19,950,0.4992373035004561,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
44,3550,2,Necin,0,1,20,1000,0.566242208494925,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
45,3600,2,Necin,0,0,21,1050,0.633247113489394,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
46,3650,2,Necin,0,0,22,1100,0.7002520184838629,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
47,3700,2,Necin,0,0,23,1150,0.7672569234783319,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
48,3750,2,Necin,0,0,24,1200,0.8342618284728008,0.8235294117647058,8,0.2827196475075403,C,SJ,SJ_C
1,1400,3,Otvar,0,0,1,50,-0.7068509863999849,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
2,1450,3,Otvar,1,192,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
3,1500,3,Otvar,0,130,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
4,1550,3,Otvar,1,1,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
5,1600,3,Otvar,0,0,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
6,1650,3,Otvar,0,2,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
7,1700,3,Otvar,0,239,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
8,1750,3,Otvar,1,154,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
9,1800,3,Otvar,2,102,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
10,1850,3,Otvar,1,2,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
11,1900,3,Otvar,0,1,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
12,1950,3,Otvar,0,101,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
13,2000,3,Otvar,4,33,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
14,2050,3,Otvar,3,84,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
15,2100,3,Otvar,1,16,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
16,2150,3,Otvar,2,57,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
17,2200,3,Otvar,1,208,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
18,2250,3,Otvar,2,78,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
19,2300,3,Otvar,3,259,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
20,2350,3,Otvar,1,213,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
21,2400,3,Otvar,1,50,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
22,2450,3,Otvar,0,121,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
23,2500,3,Otvar,1,174,0,0,-0.7738558913944539,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
24,2550,3,Otvar,0,282,1,50,-0.7068509863999849,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
25,2600,3,Otvar,0,19,2,100,-0.639846081405516,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
26,2650,3,Otvar,0,0,3,150,-0.572841176411047,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
27,2700,3,Otvar,0,3,4,200,-0.505836271416578,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
28,2750,3,Otvar,0,65,5,250,-0.4388313664221092,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
29,2800,3,Otvar,0,3,6,300,-0.3718264614276402,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
30,2850,3,Otvar,0,142,7,350,-0.30482155643317127,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
31,2900,3,Otvar,0,54,8,400,-0.23781665143870231,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
32,2950,3,Otvar,0,2,9,450,-0.1708117464442334,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
33,3000,3,Otvar,0,81,10,500,-0.10380684144976443,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
34,3050,3,Otvar,0,39,11,550,-0.03680193645529549,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
35,3100,3,Otvar,0,2,12,600,0.030202968539173456,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
36,3150,3,Otvar,0,14,13,650,0.0972078735336424,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
37,3200,3,Otvar,0,194,14,700,0.16421277852811134,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
38,3250,3,Otvar,0,271,15,750,0.2312176835225803,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
39,3300,3,Otvar,0,4,16,800,0.29822258851704925,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
40,3350,3,Otvar,0,131,17,850,0.3652274935115182,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
41,3400,3,Otvar,0,178,18,900,0.4322323985059871,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
42,3450,3,Otvar,0,29,19,950,0.4992373035004561,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
43,3500,3,Otvar,0,267,20,1000,0.566242208494925,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
44,3550,3,Otvar,0,1,21,1050,0.633247113489394,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
45,3600,3,Otvar,0,0,22,1100,0.7002520184838629,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
46,3650,3,Otvar,0,0,23,1150,0.7672569234783319,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
47,3700,3,Otvar,0,0,24,1200,0.8342618284728008,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
48,3750,3,Otvar,0,0,25,1250,0.9012667334672697,0.3181818181818182,25,0.2366614650395876,C,SJ,SJ_C
1,1400,4,Scabe,0,0,17,850,0.3652274935115182,0,5,0.2366614650395876,C,SJ,SJ_C
2,1450,4,Scabe,0,192,16,800,0.29822258851704925,0,5,0.2366614650395876,C,SJ,SJ_C
3,1500,4,Scabe,0,130,15,750,0.2312176835225803,0,5,0.2366614650395876,C,SJ,SJ_C
4,1550,4,Scabe,0,1,14,700,0.16421277852811134,0,5,0.2366614650395876,C,SJ,SJ_C
5,1600,4,Scabe,0,0,13,650,0.0972078735336424,0,5,0.2366614650395876,C,SJ,SJ_C
6,1650,4,Scabe,0,2,12,600,0.030202968539173456,0,5,0.2366614650395876,C,SJ,SJ_C
7,1700,4,Scabe,0,239,11,550,-0.03680193645529549,0,5,0.2366614650395876,C,SJ,SJ_C
8,1750,4,Scabe,0,154,10,500,-0.10380684144976443,0,5,0.2366614650395876,C,SJ,SJ_C
9,1800,4,Scabe,0,102,9,450,-0.1708117464442334,0,5,0.2366614650395876,C,SJ,SJ_C
10,1850,4,Scabe,0,2,8,400,-0.23781665143870231,0,5,0.2366614650395876,C,SJ,SJ_C
11,1900,4,Scabe,0,1,7,350,-0.30482155643317127,0,5,0.2366614650395876,C,SJ,SJ_C
12,1950,4,Scabe,0,101,6,300,-0.3718264614276402,0,5,0.2366614650395876,C,SJ,SJ_C
13,2000,4,Scabe,0,33,5,250,-0.4388313664221092,0,5,0.2366614650395876,C,SJ,SJ_C
14,2050,4,Scabe,0,84,4,200,-0.505836271416578,0,5,0.2366614650395876,C,SJ,SJ_C
15,2100,4,Scabe,0,16,3,150,-0.572841176411047,0,5,0.2366614650395876,C,SJ,SJ_C
16,2150,4,Scabe,0,57,2,100,-0.639846081405516,0,5,0.2366614650395876,C,SJ,SJ_C
17,2200,4,Scabe,0,208,1,50,-0.7068509863999849,0,5,0.2366614650395876,C,SJ,SJ_C
18,2250,4,Scabe,1,78,0,0,-0.7738558913944539,0,5,0.2366614650395876,C,SJ,SJ_C
19,2300,4,Scabe,2,259,0,0,-0.7738558913944539,0,5,0.2366614650395876,C,SJ,SJ_C
20,2350,4,Scabe,2,213,0,0,-0.7738558913944539,0,5,0.2366614650395876,C,SJ,SJ_C
21,2400,4,Scabe,0,50,1,50,-0.7068509863999849,0,5,0.2366614650395876,C,SJ,SJ_C
22,2450,4,Scabe,0,121,2,100,-0.639846081405516,0,5,0.2366614650395876,C,SJ,SJ_C
23,2500,4,Scabe,0,174,3,150,-0.572841176411047,0,5,0.2366614650395876,C,SJ,SJ_C
24,2550,4,Scabe,0,282,4,200,-0.505836271416578,0,5,0.2366614650395876,C,SJ,SJ_C
25,2600,4,Scabe,0,19,5,250,-0.4388313664221092,0,5,0.2366614650395876,C,SJ,SJ_C
26,2650,4,Scabe,0,0,6,300,-0.3718264614276402,0,5,0.2366614650395876,C,SJ,SJ_C
27,2700,4,Scabe,0,3,7,350,-0.30482155643317127,0,5,0.2366614650395876,C,SJ,SJ_C
28,2750,4,Scabe,0,65,8,400,-0.23781665143870231,0,5,0.2366614650395876,C,SJ,SJ_C
29,2800,4,Scabe,0,3,9,450,-0.1708117464442334,0,5,0.2366614650395876,C,SJ,SJ_C
30,2850,4,Scabe,0,142,10,500,-0.10380684144976443,0,5,0.2366614650395876,C,SJ,SJ_C
31,2900,4,Scabe,0,54,11,550,-0.03680193645529549,0,5,0.2366614650395876,C,SJ,SJ_C
32,2950,4,Scabe,0,2,12,600,0.030202968539173456,0,5,0.2366614650395876,C,SJ,SJ_C
33,3000,4,Scabe,0,81,13,650,0.0972078735336424,0,5,0.2366614650395876,C,SJ,SJ_C
34,3050,4,Scabe,0,39,14,700,0.16421277852811134,0,5,0.2366614650395876,C,SJ,SJ_C
35,3100,4,Scabe,0,2,15,750,0.2312176835225803,0,5,0.2366614650395876,C,SJ,SJ_C
36,3150,4,Scabe,0,14,16,800,0.29822258851704925,0,5,0.2366614650395876,C,SJ,SJ_C
37,3200,4,Scabe,0,194,17,850,0.3652274935115182,0,5,0.2366614650395876,C,SJ,SJ_C
38,3250,4,Scabe,0,271,18,900,0.4322323985059871,0,5,0.2366614650395876,C,SJ,SJ_C
39,3300,4,Scabe,0,4,19,950,0.4992373035004561,0,5,0.2366614650395876,C,SJ,SJ_C
40,3350,4,Scabe,0,131,20,1000,0.566242208494925,0,5,0.2366614650395876,C,SJ,SJ_C
41,3400,4,Scabe,0,178,21,1050,0.633247113489394,0,5,0.2366614650395876,C,SJ,SJ_C
42,3450,4,Scabe,0,29,22,1100,0.7002520184838629,0,5,0.2366614650395876,C,SJ,SJ_C
43,3500,4,Scabe,0,267,23,1150,0.7672569234783319,0,5,0.2366614650395876,C,SJ,SJ_C
44,3550,4,Scabe,0,1,24,1200,0.8342618284728008,0,5,0.2366614650395876,C,SJ,SJ_C
45,3600,4,Scabe,0,0,25,1250,0.9012667334672697,0,5,0.2366614650395876,C,SJ,SJ_C
46,3650,4,Scabe,0,0,26,1300,0.9682716384617387,0,5,0.2366614650395876,C,SJ,SJ_C
47,3700,4,Scabe,0,0,27,1350,1.0352765434562077,0,5,0.2366614650395876,C,SJ,SJ_C
48,3750,4,Scabe,0,0,28,1400,1.1022814484506767,0,5,0.2366614650395876,C,SJ,SJ_C
1,1400,5,Tahud,0,0,18,900,0.4322323985059871,0.5,36,0.2366614650395876,C,SJ,SJ_C
2,1450,5,Tahud,0,192,17,850,0.3652274935115182,0.5,36,0.2366614650395876,C,SJ,SJ_C
3,1500,5,Tahud,0,130,16,800,0.29822258851704925,0.5,36,0.2366614650395876,C,SJ,SJ_C
4,1550,5,Tahud,0,1,15,750,0.2312176835225803,0.5,36,0.2366614650395876,C,SJ,SJ_C
5,1600,5,Tahud,0,0,14,700,0.16421277852811134,0.5,36,0.2366614650395876,C,SJ,SJ_C
6,1650,5,Tahud,0,2,13,650,0.0972078735336424,0.5,36,0.2366614650395876,C,SJ,SJ_C
7,1700,5,Tahud,0,239,12,600,0.030202968539173456,0.5,36,0.2366614650395876,C,SJ,SJ_C
8,1750,5,Tahud,0,154,11,550,-0.03680193645529549,0.5,36,0.2366614650395876,C,SJ,SJ_C
9,1800,5,Tahud,0,102,10,500,-0.10380684144976443,0.5,36,0.2366614650395876,C,SJ,SJ_C
10,1850,5,Tahud,0,2,9,450,-0.1708117464442334,0.5,36,0.2366614650395876,C,SJ,SJ_C
11,1900,5,Tahud,0,1,8,400,-0.23781665143870231,0.5,36,0.2366614650395876,C,SJ,SJ_C
12,1950,5,Tahud,0,101,7,350,-0.30482155643317127,0.5,36,0.2366614650395876,C,SJ,SJ_C
13,2000,5,Tahud,0,33,6,300,-0.3718264614276402,0.5,36,0.2366614650395876,C,SJ,SJ_C
14,2050,5,Tahud,0,84,5,250,-0.4388313664221092,0.5,36,0.2366614650395876,C,SJ,SJ_C
15,2100,5,Tahud,0,16,4,200,-0.505836271416578,0.5,36,0.2366614650395876,C,SJ,SJ_C
16,2150,5,Tahud,0,57,3,150,-0.572841176411047,0.5,36,0.2366614650395876,C,SJ,SJ_C
17,2200,5,Tahud,0,208,2,100,-0.639846081405516,0.5,36,0.2366614650395876,C,SJ,SJ_C
18,2250,5,Tahud,0,78,1,50,-0.7068509863999849,0.5,36,0.2366614650395876,C,SJ,SJ_C
19,2300,5,Tahud,1,259,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
20,2350,5,Tahud,0,213,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
21,2400,5,Tahud,0,50,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
22,2450,5,Tahud,2,121,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
23,2500,5,Tahud,1,174,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
24,2550,5,Tahud,6,282,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
25,2600,5,Tahud,0,19,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
26,2650,5,Tahud,0,0,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
27,2700,5,Tahud,0,3,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
28,2750,5,Tahud,0,65,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
29,2800,5,Tahud,0,3,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
30,2850,5,Tahud,3,142,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
31,2900,5,Tahud,1,54,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
32,2950,5,Tahud,0,2,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
33,3000,5,Tahud,5,81,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
34,3050,5,Tahud,2,39,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
35,3100,5,Tahud,0,2,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
36,3150,5,Tahud,0,14,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
37,3200,5,Tahud,6,194,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
38,3250,5,Tahud,3,271,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
39,3300,5,Tahud,0,4,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
40,3350,5,Tahud,0,131,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
41,3400,5,Tahud,3,178,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
42,3450,5,Tahud,3,29,0,0,-0.7738558913944539,0.5,36,0.2366614650395876,C,SJ,SJ_C
