bin,Elevation,spp,Abbrev,Y,Ytot,binsAway,distAway,distAway_sc,interpPatchy,spAbund,delta,era,mtn,set
43,3500,5,Tahud,0,267,1,50,-0.7068509863999849,0.5,36,0.2366614650395876,C,SJ,SJ_C
44,3550,5,Tahud,0,1,2,100,-0.639846081405516,0.5,36,0.2366614650395876,C,SJ,SJ_C
45,3600,5,Tahud,0,0,3,150,-0.572841176411047,0.5,36,0.2366614650395876,C,SJ,SJ_C
46,3650,5,Tahud,0,0,4,200,-0.505836271416578,0.5,36,0.2366614650395876,C,SJ,SJ_C
47,3700,5,Tahud,0,0,5,250,-0.4388313664221092,0.5,36,0.2366614650395876,C,SJ,SJ_C
48,3750,5,Tahud,0,0,6,300,-0.3718264614276402,0.5,36,0.2366614650395876,C,SJ,SJ_C
1,1400,6,Amleu,0,0,2,100,-0.639846081405516,0.6,6,0.2366614650395876,C,SJ,SJ_C
2,1450,6,Amleu,0,192,1,50,-0.7068509863999849,0.6,6,0.2366614650395876,C,SJ,SJ_C
3,1500,6,Amleu,2,130,0,0,-0.7738558913944539,0.6,6,0.2366614650395876,C,SJ,SJ_C
4,1550,6,Amleu,0,1,0,0,-0.7738558913944539,0.6,6,0.2366614650395876,C,SJ,SJ_C
5,1600,6,Amleu,0,0,0,0,-0.7738558913944539,0.6,6,0.2366614650395876,C,SJ,SJ_C
6,1650,6,Amleu,0,2,0,0,-0.7738558913944539,0.6,6,0.2366614650395876,C,SJ,SJ_C
7,1700,6,Amleu,4,239,0,0,-0.7738558913944539,0.6,6,0.2366614650395876,C,SJ,SJ_C
8,1750,6,Amleu,0,154,1,50,-0.7068509863999849,0.6,6,0.2366614650395876,C,SJ,SJ_C
9,1800,6,Amleu,0,102,2,100,-0.639846081405516,0.6,6,0.2366614650395876,C,SJ,SJ_C
10,1850,6,Amleu,0,2,3,150,-0.572841176411047,0.6,6,0.2366614650395876,C,SJ,SJ_C
11,1900,6,Amleu,0,1,4,200,-0.505836271416578,0.6,6,0.2366614650395876,C,SJ,SJ_C
12,1950,6,Amleu,0,101,5,250,-0.4388313664221092,0.6,6,0.2366614650395876,C,SJ,SJ_C
13,2000,6,Amleu,0,33,6,300,-0.3718264614276402,0.6,6,0.2366614650395876,C,SJ,SJ_C
14,2050,6,Amleu,0,84,7,350,-0.30482155643317127,0.6,6,0.2366614650395876,C,SJ,SJ_C
15,2100,6,Amleu,0,16,8,400,-0.23781665143870231,0.6,6,0.2366614650395876,C,SJ,SJ_C
16,2150,6,Amleu,0,57,9,450,-0.1708117464442334,0.6,6,0.2366614650395876,C,SJ,SJ_C
17,2200,6,Amleu,0,208,10,500,-0.10380684144976443,0.6,6,0.2366614650395876,C,SJ,SJ_C
18,2250,6,Amleu,0,78,11,550,-0.03680193645529549,0.6,6,0.2366614650395876,C,SJ,SJ_C
19,2300,6,Amleu,0,259,12,600,0.030202968539173456,0.6,6,0.2366614650395876,C,SJ,SJ_C
20,2350,6,Amleu,0,213,13,650,0.0972078735336424,0.6,6,0.2366614650395876,C,SJ,SJ_C
21,2400,6,Amleu,0,50,14,700,0.16421277852811134,0.6,6,0.2366614650395876,C,SJ,SJ_C
22,2450,6,Amleu,0,121,15,750,0.2312176835225803,0.6,6,0.2366614650395876,C,SJ,SJ_C
23,2500,6,Amleu,0,174,16,800,0.29822258851704925,0.6,6,0.2366614650395876,C,SJ,SJ_C
24,2550,6,Amleu,0,282,17,850,0.3652274935115182,0.6,6,0.2366614650395876,C,SJ,SJ_C
25,2600,6,Amleu,0,19,18,900,0.4322323985059871,0.6,6,0.2366614650395876,C,SJ,SJ_C
26,2650,6,Amleu,0,0,19,950,0.4992373035004561,0.6,6,0.2366614650395876,C,SJ,SJ_C
27,2700,6,Amleu,0,3,20,1000,0.566242208494925,0.6,6,0.2366614650395876,C,SJ,SJ_C
28,2750,6,Amleu,0,65,21,1050,0.633247113489394,0.6,6,0.2366614650395876,C,SJ,SJ_C
29,2800,6,Amleu,0,3,22,1100,0.7002520184838629,0.6,6,0.2366614650395876,C,SJ,SJ_C
30,2850,6,Amleu,0,142,23,1150,0.7672569234783319,0.6,6,0.2366614650395876,C,SJ,SJ_C
31,2900,6,Amleu,0,54,24,1200,0.8342618284728008,0.6,6,0.2366614650395876,C,SJ,SJ_C
32,2950,6,Amleu,0,2,25,1250,0.9012667334672697,0.6,6,0.2366614650395876,C,SJ,SJ_C
33,3000,6,Amleu,0,81,26,1300,0.9682716384617387,0.6,6,0.2366614650395876,C,SJ,SJ_C
34,3050,6,Amleu,0,39,27,1350,1.0352765434562077,0.6,6,0.2366614650395876,C,SJ,SJ_C
35,3100,6,Amleu,0,2,28,1400,1.1022814484506767,0.6,6,0.2366614650395876,C,SJ,SJ_C
36,3150,6,Amleu,0,14,29,1450,1.1692863534451454,0.6,6,0.2366614650395876,C,SJ,SJ_C
37,3200,6,Amleu,0,194,30,1500,1.2362912584396144,0.6,6,0.2366614650395876,C,SJ,SJ_C
38,3250,6,Amleu,0,271,31,1550,1.3032961634340834,0.6,6,0.2366614650395876,C,SJ,SJ_C
39,3300,6,Amleu,0,4,32,1600,1.3703010684285524,0.6,6,0.2366614650395876,C,SJ,SJ_C
40,3350,6,Amleu,0,131,33,1650,1.4373059734230214,0.6,6,0.2366614650395876,C,SJ,SJ_C
41,3400,6,Amleu,0,178,34,1700,1.5043108784174903,0.6,6,0.2366614650395876,C,SJ,SJ_C
42,3450,6,Amleu,0,29,35,1750,1.571315783411959,0.6,6,0.2366614650395876,C,SJ,SJ_C
43,3500,6,Amleu,0,267,36,1800,1.638320688406428,0.6,6,0.2366614650395876,C,SJ,SJ_C
44,3550,6,Amleu,0,1,37,1850,1.705325593400897,0.6,6,0.2366614650395876,C,SJ,SJ_C
45,3600,6,Amleu,0,0,38,1900,1.772330498395366,0.6,6,0.2366614650395876,C,SJ,SJ_C
46,3650,6,Amleu,0,0,39,1950,1.839335403389835,0.6,6,0.2366614650395876,C,SJ,SJ_C
47,3700,6,Amleu,0,0,40,2000,1.9063403083843038,0.6,6,0.2366614650395876,C,SJ,SJ_C
48,3750,6,Amleu,0,0,41,2050,1.9733452133787728,0.6,6,0.2366614650395876,C,SJ,SJ_C
1,1400,7,Calat,0,0,16,800,0.29822258851704925,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
2,1450,7,Calat,0,192,15,750,0.2312176835225803,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
3,1500,7,Calat,0,130,14,700,0.16421277852811134,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
4,1550,7,Calat,0,1,13,650,0.0972078735336424,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
5,1600,7,Calat,0,0,12,600,0.030202968539173456,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
6,1650,7,Calat,0,2,11,550,-0.03680193645529549,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
7,1700,7,Calat,0,239,10,500,-0.10380684144976443,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
8,1750,7,Calat,0,154,9,450,-0.1708117464442334,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
9,1800,7,Calat,0,102,8,400,-0.23781665143870231,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
10,1850,7,Calat,0,2,7,350,-0.30482155643317127,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
11,1900,7,Calat,0,1,6,300,-0.3718264614276402,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
12,1950,7,Calat,0,101,5,250,-0.4388313664221092,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
13,2000,7,Calat,0,33,4,200,-0.505836271416578,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
14,2050,7,Calat,0,84,3,150,-0.572841176411047,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
15,2100,7,Calat,0,16,2,100,-0.639846081405516,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
16,2150,7,Calat,0,57,1,50,-0.7068509863999849,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
17,2200,7,Calat,3,208,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
18,2250,7,Calat,2,78,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
19,2300,7,Calat,4,259,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
20,2350,7,Calat,10,213,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
21,2400,7,Calat,2,50,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
22,2450,7,Calat,5,121,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
23,2500,7,Calat,2,174,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
24,2550,7,Calat,16,282,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
25,2600,7,Calat,1,19,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
26,2650,7,Calat,0,0,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
27,2700,7,Calat,0,3,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
28,2750,7,Calat,0,65,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
29,2800,7,Calat,0,3,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
30,2850,7,Calat,11,142,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
31,2900,7,Calat,0,54,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
32,2950,7,Calat,0,2,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
33,3000,7,Calat,0,81,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
34,3050,7,Calat,1,39,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
35,3100,7,Calat,0,2,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
36,3150,7,Calat,0,14,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
37,3200,7,Calat,2,194,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
38,3250,7,Calat,4,271,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
39,3300,7,Calat,0,4,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
40,3350,7,Calat,1,131,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
41,3400,7,Calat,1,178,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
42,3450,7,Calat,1,29,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
43,3500,7,Calat,4,267,0,0,-0.7738558913944539,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
44,3550,7,Calat,0,1,1,50,-0.7068509863999849,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
45,3600,7,Calat,0,0,2,100,-0.639846081405516,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
46,3650,7,Calat,0,0,3,150,-0.572841176411047,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
47,3700,7,Calat,0,0,4,200,-0.505836271416578,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
48,3750,7,Calat,0,0,5,250,-0.4388313664221092,0.37037037037037035,70,0.17018408159589568,C,SJ,SJ_C
1,1400,8,Diord,0,0,7,350,-0.30482155643317127,0,2,0.21963280535356566,C,SJ,SJ_C
2,1450,8,Diord,0,192,6,300,-0.3718264614276402,0,2,0.21963280535356566,C,SJ,SJ_C
3,1500,8,Diord,0,130,5,250,-0.4388313664221092,0,2,0.21963280535356566,C,SJ,SJ_C
4,1550,8,Diord,0,1,4,200,-0.505836271416578,0,2,0.21963280535356566,C,SJ,SJ_C
5,1600,8,Diord,0,0,3,150,-0.572841176411047,0,2,0.21963280535356566,C,SJ,SJ_C
6,1650,8,Diord,0,2,2,100,-0.639846081405516,0,2,0.21963280535356566,C,SJ,SJ_C
7,1700,8,Diord,0,239,1,50,-0.7068509863999849,0,2,0.21963280535356566,C,SJ,SJ_C
8,1750,8,Diord,2,154,0,0,-0.7738558913944539,0,2,0.21963280535356566,C,SJ,SJ_C
9,1800,8,Diord,0,102,1,50,-0.7068509863999849,0,2,0.21963280535356566,C,SJ,SJ_C
10,1850,8,Diord,0,2,2,100,-0.639846081405516,0,2,0.21963280535356566,C,SJ,SJ_C
11,1900,8,Diord,0,1,3,150,-0.572841176411047,0,2,0.21963280535356566,C,SJ,SJ_C
12,1950,8,Diord,0,101,4,200,-0.505836271416578,0,2,0.21963280535356566,C,SJ,SJ_C
13,2000,8,Diord,0,33,5,250,-0.4388313664221092,0,2,0.21963280535356566,C,SJ,SJ_C
14,2050,8,Diord,0,84,6,300,-0.3718264614276402,0,2,0.21963280535356566,C,SJ,SJ_C
15,2100,8,Diord,0,16,7,350,-0.30482155643317127,0,2,0.21963280535356566,C,SJ,SJ_C
16,2150,8,Diord,0,57,8,400,-0.23781665143870231,0,2,0.21963280535356566,C,SJ,SJ_C
17,2200,8,Diord,0,208,9,450,-0.1708117464442334,0,2,0.21963280535356566,C,SJ,SJ_C
18,2250,8,Diord,0,78,10,500,-0.10380684144976443,0,2,0.21963280535356566,C,SJ,SJ_C
19,2300,8,Diord,0,259,11,550,-0.03680193645529549,0,2,0.21963280535356566,C,SJ,SJ_C
20,2350,8,Diord,0,213,12,600,0.030202968539173456,0,2,0.21963280535356566,C,SJ,SJ_C
21,2400,8,Diord,0,50,13,650,0.0972078735336424,0,2,0.21963280535356566,C,SJ,SJ_C
22,2450,8,Diord,0,121,14,700,0.16421277852811134,0,2,0.21963280535356566,C,SJ,SJ_C
23,2500,8,Diord,0,174,15,750,0.2312176835225803,0,2,0.21963280535356566,C,SJ,SJ_C
24,2550,8,Diord,0,282,16,800,0.29822258851704925,0,2,0.21963280535356566,C,SJ,SJ_C
25,2600,8,Diord,0,19,17,850,0.3652274935115182,0,2,0.21963280535356566,C,SJ,SJ_C
26,2650,8,Diord,0,0,18,900,0.4322323985059871,0,2,0.21963280535356566,C,SJ,SJ_C
27,2700,8,Diord,0,3,19,950,0.4992373035004561,0,2,0.21963280535356566,C,SJ,SJ_C
28,2750,8,Diord,0,65,20,1000,0.566242208494925,0,2,0.21963280535356566,C,SJ,SJ_C
29,2800,8,Diord,0,3,21,1050,0.633247113489394,0,2,0.21963280535356566,C,SJ,SJ_C
30,2850,8,Diord,0,142,22,1100,0.7002520184838629,0,2,0.21963280535356566,C,SJ,SJ_C
31,2900,8,Diord,0,54,23,1150,0.7672569234783319,0,2,0.21963280535356566,C,SJ,SJ_C
32,2950,8,Diord,0,2,24,1200,0.8342618284728008,0,2,0.21963280535356566,C,SJ,SJ_C
33,3000,8,Diord,0,81,25,1250,0.9012667334672697,0,2,0.21963280535356566,C,SJ,SJ_C
34,3050,8,Diord,0,39,26,1300,0.9682716384617387,0,2,0.21963280535356566,C,SJ,SJ_C
35,3100,8,Diord,0,2,27,1350,1.0352765434562077,0,2,0.21963280535356566,C,SJ,SJ_C
36,3150,8,Diord,0,14,28,1400,1.1022814484506767,0,2,0.21963280535356566,C,SJ,SJ_C
37,3200,8,Diord,0,194,29,1450,1.1692863534451454,0,2,0.21963280535356566,C,SJ,SJ_C
38,3250,8,Diord,0,271,30,1500,1.2362912584396144,0,2,0.21963280535356566,C,SJ,SJ_C
39,3300,8,Diord,0,4,31,1550,1.3032961634340834,0,2,0.21963280535356566,C,SJ,SJ_C
40,3350,8,Diord,0,131,32,1600,1.3703010684285524,0,2,0.21963280535356566,C,SJ,SJ_C
41,3400,8,Diord,0,178,33,1650,1.4373059734230214,0,2,0.21963280535356566,C,SJ,SJ_C
42,3450,8,Diord,0,29,34,1700,1.5043108784174903,0,2,0.21963280535356566,C,SJ,SJ_C
43,3500,8,Diord,0,267,35,1750,1.571315783411959,0,2,0.21963280535356566,C,SJ,SJ_C
44,3550,8,Diord,0,1,36,1800,1.638320688406428,0,2,0.21963280535356566,C,SJ,SJ_C
45,3600,8,Diord,0,0,37,1850,1.705325593400897,0,2,0.21963280535356566,C,SJ,SJ_C
46,3650,8,Diord,0,0,38,1900,1.772330498395366,0,2,0.21963280535356566,C,SJ,SJ_C
47,3700,8,Diord,0,0,39,1950,1.839335403389835,0,2,0.21963280535356566,C,SJ,SJ_C
48,3750,8,Diord,0,0,40,2000,1.9063403083843038,0,2,0.21963280535356566,C,SJ,SJ_C
1,1400,9,Milon,0,0,13,650,0.0972078735336424,0.75,17,0.18386735507114785,C,SJ,SJ_C
2,1450,9,Milon,0,192,12,600,0.030202968539173456,0.75,17,0.18386735507114785,C,SJ,SJ_C
3,1500,9,Milon,0,130,11,550,-0.03680193645529549,0.75,17,0.18386735507114785,C,SJ,SJ_C
4,1550,9,Milon,0,1,10,500,-0.10380684144976443,0.75,17,0.18386735507114785,C,SJ,SJ_C
5,1600,9,Milon,0,0,9,450,-0.1708117464442334,0.75,17,0.18386735507114785,C,SJ,SJ_C
6,1650,9,Milon,0,2,8,400,-0.23781665143870231,0.75,17,0.18386735507114785,C,SJ,SJ_C
7,1700,9,Milon,0,239,7,350,-0.30482155643317127,0.75,17,0.18386735507114785,C,SJ,SJ_C
8,1750,9,Milon,0,154,6,300,-0.3718264614276402,0.75,17,0.18386735507114785,C,SJ,SJ_C
9,1800,9,Milon,0,102,5,250,-0.4388313664221092,0.75,17,0.18386735507114785,C,SJ,SJ_C
10,1850,9,Milon,0,2,4,200,-0.505836271416578,0.75,17,0.18386735507114785,C,SJ,SJ_C
11,1900,9,Milon,0,1,3,150,-0.572841176411047,0.75,17,0.18386735507114785,C,SJ,SJ_C
12,1950,9,Milon,0,101,2,100,-0.639846081405516,0.75,17,0.18386735507114785,C,SJ,SJ_C
13,2000,9,Milon,0,33,1,50,-0.7068509863999849,0.75,17,0.18386735507114785,C,SJ,SJ_C
14,2050,9,Milon,1,84,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
15,2100,9,Milon,0,16,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
16,2150,9,Milon,0,57,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
17,2200,9,Milon,0,208,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
18,2250,9,Milon,0,78,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
19,2300,9,Milon,0,259,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
20,2350,9,Milon,0,213,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
21,2400,9,Milon,0,50,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
22,2450,9,Milon,3,121,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
23,2500,9,Milon,2,174,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
24,2550,9,Milon,0,282,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
25,2600,9,Milon,1,19,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
26,2650,9,Milon,0,0,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
27,2700,9,Milon,0,3,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
28,2750,9,Milon,2,65,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
29,2800,9,Milon,0,3,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
30,2850,9,Milon,0,142,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
31,2900,9,Milon,0,54,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
32,2950,9,Milon,0,2,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
33,3000,9,Milon,1,81,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
34,3050,9,Milon,0,39,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
35,3100,9,Milon,0,2,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
36,3150,9,Milon,0,14,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
37,3200,9,Milon,0,194,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
38,3250,9,Milon,0,271,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
39,3300,9,Milon,0,4,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
40,3350,9,Milon,0,131,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
41,3400,9,Milon,7,178,0,0,-0.7738558913944539,0.75,17,0.18386735507114785,C,SJ,SJ_C
42,3450,9,Milon,0,29,1,50,-0.7068509863999849,0.75,17,0.18386735507114785,C,SJ,SJ_C
43,3500,9,Milon,0,267,2,100,-0.639846081405516,0.75,17,0.18386735507114785,C,SJ,SJ_C
44,3550,9,Milon,0,1,3,150,-0.572841176411047,0.75,17,0.18386735507114785,C,SJ,SJ_C
45,3600,9,Milon,0,0,4,200,-0.505836271416578,0.75,17,0.18386735507114785,C,SJ,SJ_C
46,3650,9,Milon,0,0,5,250,-0.4388313664221092,0.75,17,0.18386735507114785,C,SJ,SJ_C
47,3700,9,Milon,0,0,6,300,-0.3718264614276402,0.75,17,0.18386735507114785,C,SJ,SJ_C
48,3750,9,Milon,0,0,7,350,-0.30482155643317127,0.75,17,0.18386735507114785,C,SJ,SJ_C
1,1400,10,Mimog,0,0,1,50,-0.7068509863999849,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
2,1450,10,Mimog,1,192,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
3,1500,10,Mimog,0,130,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
4,1550,10,Mimog,0,1,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
5,1600,10,Mimog,0,0,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
6,1650,10,Mimog,0,2,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
7,1700,10,Mimog,2,239,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
8,1750,10,Mimog,1,154,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
9,1800,10,Mimog,1,102,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
10,1850,10,Mimog,0,2,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
11,1900,10,Mimog,0,1,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
12,1950,10,Mimog,13,101,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
13,2000,10,Mimog,0,33,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
14,2050,10,Mimog,0,84,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
15,2100,10,Mimog,0,16,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
16,2150,10,Mimog,0,57,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
17,2200,10,Mimog,0,208,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
18,2250,10,Mimog,0,78,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
19,2300,10,Mimog,0,259,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
20,2350,10,Mimog,3,213,0,0,-0.7738558913944539,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
21,2400,10,Mimog,0,50,1,50,-0.7068509863999849,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
22,2450,10,Mimog,0,121,2,100,-0.639846081405516,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
23,2500,10,Mimog,0,174,3,150,-0.572841176411047,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
24,2550,10,Mimog,0,282,4,200,-0.505836271416578,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
25,2600,10,Mimog,0,19,5,250,-0.4388313664221092,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
26,2650,10,Mimog,0,0,6,300,-0.3718264614276402,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
27,2700,10,Mimog,0,3,7,350,-0.30482155643317127,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
28,2750,10,Mimog,0,65,8,400,-0.23781665143870231,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
29,2800,10,Mimog,0,3,9,450,-0.1708117464442334,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
30,2850,10,Mimog,0,142,10,500,-0.10380684144976443,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
31,2900,10,Mimog,0,54,11,550,-0.03680193645529549,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
32,2950,10,Mimog,0,2,12,600,0.030202968539173456,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
33,3000,10,Mimog,0,81,13,650,0.0972078735336424,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
34,3050,10,Mimog,0,39,14,700,0.16421277852811134,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
35,3100,10,Mimog,0,2,15,750,0.2312176835225803,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
36,3150,10,Mimog,0,14,16,800,0.29822258851704925,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
37,3200,10,Mimog,0,194,17,850,0.3652274935115182,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
38,3250,10,Mimog,0,271,18,900,0.4322323985059871,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
39,3300,10,Mimog,0,4,19,950,0.4992373035004561,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
40,3350,10,Mimog,0,131,20,1000,0.566242208494925,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
41,3400,10,Mimog,0,178,21,1050,0.633247113489394,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
42,3450,10,Mimog,0,29,22,1100,0.7002520184838629,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
43,3500,10,Mimog,0,267,23,1150,0.7672569234783319,0.6842105263157895,21,0.16941837092546722,C,SJ,SJ_C
