bin,Elevation,spp,Abbrev,Y,Ytot,binsAway,distAway,distAway_sc,interpPatchy,spAbund,delta,era,mtn,set
18,2250,1,Mafla,0,44,1,50,-0.7514746089008457,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
19,2300,1,Mafla,1,191,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
20,2350,1,Mafla,0,15,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
21,2400,1,Mafla,1,33,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
22,2450,1,Mafla,0,19,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
23,2500,1,Mafla,0,23,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
24,2550,1,Mafla,0,38,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
25,2600,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
26,2650,1,Mafla,0,12,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
27,2700,1,Mafla,1,3,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
28,2750,1,Mafla,0,1,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
29,2800,1,Mafla,1,113,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
30,2850,1,Mafla,0,24,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
31,2900,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
32,2950,1,Mafla,0,1,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
33,3000,1,Mafla,0,8,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
34,3050,1,Mafla,0,1,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
35,3100,1,Mafla,0,11,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
36,3150,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
37,3200,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
38,3250,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
39,3300,1,Mafla,0,1,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
40,3350,1,Mafla,1,7,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
41,3400,1,Mafla,0,4,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
42,3450,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
43,3500,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
44,3550,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
45,3600,1,Mafla,0,0,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
46,3650,1,Mafla,1,11,0,0,-0.819630107354836,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
47,3700,1,Mafla,0,0,1,50,-0.7514746089008457,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
48,3750,1,Mafla,0,0,2,100,-0.6833191104468556,0.7857142857142857,6,0.2366614650395876,H,SJ,SJ_H
1,1400,2,Necin,3,39,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
2,1450,2,Necin,4,18,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
3,1500,2,Necin,2,11,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
4,1550,2,Necin,0,7,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
5,1600,2,Necin,4,45,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
6,1650,2,Necin,0,0,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
7,1700,2,Necin,0,11,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
8,1750,2,Necin,0,2,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
9,1800,2,Necin,4,32,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
10,1850,2,Necin,0,44,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
11,1900,2,Necin,0,8,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
12,1950,2,Necin,0,24,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
13,2000,2,Necin,0,6,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
14,2050,2,Necin,0,78,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
15,2100,2,Necin,15,365,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
16,2150,2,Necin,0,18,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
17,2200,2,Necin,0,23,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
18,2250,2,Necin,0,44,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
19,2300,2,Necin,0,191,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
20,2350,2,Necin,0,15,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
21,2400,2,Necin,0,33,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
22,2450,2,Necin,1,19,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
23,2500,2,Necin,2,23,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
24,2550,2,Necin,0,38,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
25,2600,2,Necin,0,0,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
26,2650,2,Necin,0,12,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
27,2700,2,Necin,0,3,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
28,2750,2,Necin,0,1,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
29,2800,2,Necin,2,113,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
30,2850,2,Necin,4,24,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
31,2900,2,Necin,0,0,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
32,2950,2,Necin,0,1,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
33,3000,2,Necin,0,8,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
34,3050,2,Necin,1,1,0,0,-0.819630107354836,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
35,3100,2,Necin,0,11,1,50,-0.7514746089008457,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
36,3150,2,Necin,0,0,2,100,-0.6833191104468556,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
37,3200,2,Necin,0,0,3,150,-0.6151636119928653,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
38,3250,2,Necin,0,0,4,200,-0.547008113538875,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
39,3300,2,Necin,0,1,5,250,-0.47885261508488475,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
40,3350,2,Necin,0,7,6,300,-0.41069711663089453,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
41,3400,2,Necin,0,4,7,350,-0.34254161817690426,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
42,3450,2,Necin,0,0,8,400,-0.27438611972291405,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
43,3500,2,Necin,0,0,9,450,-0.20623062126892377,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
44,3550,2,Necin,0,0,10,500,-0.13807512281493353,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
45,3600,2,Necin,0,0,11,550,-0.06991962436094327,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
46,3650,2,Necin,0,11,12,600,-0.0017641259069530273,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
47,3700,2,Necin,0,0,13,650,0.06639137254703723,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
48,3750,2,Necin,0,0,14,700,0.13454687100102747,0.6764705882352942,42,0.2827196475075403,H,SJ,SJ_H
1,1400,3,Otvar,0,39,4,200,-0.547008113538875,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
2,1450,3,Otvar,0,18,3,150,-0.6151636119928653,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
3,1500,3,Otvar,0,11,2,100,-0.6833191104468556,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
4,1550,3,Otvar,0,7,1,50,-0.7514746089008457,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
5,1600,3,Otvar,5,45,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
6,1650,3,Otvar,0,0,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
7,1700,3,Otvar,1,11,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
8,1750,3,Otvar,0,2,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
9,1800,3,Otvar,4,32,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
10,1850,3,Otvar,2,44,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
11,1900,3,Otvar,1,8,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
12,1950,3,Otvar,0,24,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
13,2000,3,Otvar,1,6,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
14,2050,3,Otvar,1,78,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
15,2100,3,Otvar,3,365,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
16,2150,3,Otvar,0,18,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
17,2200,3,Otvar,1,23,0,0,-0.819630107354836,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
18,2250,3,Otvar,0,44,1,50,-0.7514746089008457,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
19,2300,3,Otvar,0,191,2,100,-0.6833191104468556,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
20,2350,3,Otvar,0,15,3,150,-0.6151636119928653,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
21,2400,3,Otvar,0,33,4,200,-0.547008113538875,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
22,2450,3,Otvar,0,19,5,250,-0.47885261508488475,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
23,2500,3,Otvar,0,23,6,300,-0.41069711663089453,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
24,2550,3,Otvar,0,38,7,350,-0.34254161817690426,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
25,2600,3,Otvar,0,0,8,400,-0.27438611972291405,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
26,2650,3,Otvar,0,12,9,450,-0.20623062126892377,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
27,2700,3,Otvar,0,3,10,500,-0.13807512281493353,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
28,2750,3,Otvar,0,1,11,550,-0.06991962436094327,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
29,2800,3,Otvar,0,113,12,600,-0.0017641259069530273,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
30,2850,3,Otvar,0,24,13,650,0.06639137254703723,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
31,2900,3,Otvar,0,0,14,700,0.13454687100102747,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
32,2950,3,Otvar,0,1,15,750,0.2027023694550177,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
33,3000,3,Otvar,0,8,16,800,0.27085786790900795,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
34,3050,3,Otvar,0,1,17,850,0.3390133663629982,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
35,3100,3,Otvar,0,11,18,900,0.40716886481698844,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
36,3150,3,Otvar,0,0,19,950,0.4753243632709787,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
37,3200,3,Otvar,0,0,20,1000,0.543479861724969,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
38,3250,3,Otvar,0,0,21,1050,0.6116353601789593,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
39,3300,3,Otvar,0,1,22,1100,0.6797908586329494,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
40,3350,3,Otvar,0,7,23,1150,0.7479463570869397,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
41,3400,3,Otvar,0,4,24,1200,0.81610185554093,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
42,3450,3,Otvar,0,0,25,1250,0.8842573539949202,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
43,3500,3,Otvar,0,0,26,1300,0.9524128524489105,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
44,3550,3,Otvar,0,0,27,1350,1.0205683509029007,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
45,3600,3,Otvar,0,0,28,1400,1.088723849356891,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
46,3650,3,Otvar,0,11,29,1450,1.1568793478108812,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
47,3700,3,Otvar,0,0,30,1500,1.2250348462648715,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
48,3750,3,Otvar,0,0,31,1550,1.2931903447188617,0.3076923076923077,19,0.2366614650395876,H,SJ,SJ_H
1,1400,4,Scabe,0,39,27,1350,1.0205683509029007,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
2,1450,4,Scabe,0,18,26,1300,0.9524128524489105,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
3,1500,4,Scabe,0,11,25,1250,0.8842573539949202,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
4,1550,4,Scabe,0,7,24,1200,0.81610185554093,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
5,1600,4,Scabe,0,45,23,1150,0.7479463570869397,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
6,1650,4,Scabe,0,0,22,1100,0.6797908586329494,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
7,1700,4,Scabe,0,11,21,1050,0.6116353601789593,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
8,1750,4,Scabe,0,2,20,1000,0.543479861724969,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
9,1800,4,Scabe,0,32,19,950,0.4753243632709787,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
10,1850,4,Scabe,0,44,18,900,0.40716886481698844,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
11,1900,4,Scabe,0,8,17,850,0.3390133663629982,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
12,1950,4,Scabe,0,24,16,800,0.27085786790900795,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
13,2000,4,Scabe,0,6,15,750,0.2027023694550177,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
14,2050,4,Scabe,0,78,14,700,0.13454687100102747,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
15,2100,4,Scabe,0,365,13,650,0.06639137254703723,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
16,2150,4,Scabe,0,18,12,600,-0.0017641259069530273,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
17,2200,4,Scabe,0,23,11,550,-0.06991962436094327,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
18,2250,4,Scabe,0,44,10,500,-0.13807512281493353,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
19,2300,4,Scabe,0,191,9,450,-0.20623062126892377,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
20,2350,4,Scabe,0,15,8,400,-0.27438611972291405,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
21,2400,4,Scabe,0,33,7,350,-0.34254161817690426,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
22,2450,4,Scabe,0,19,6,300,-0.41069711663089453,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
23,2500,4,Scabe,0,23,5,250,-0.47885261508488475,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
24,2550,4,Scabe,0,38,4,200,-0.547008113538875,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
25,2600,4,Scabe,0,0,3,150,-0.6151636119928653,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
26,2650,4,Scabe,0,12,2,100,-0.6833191104468556,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
27,2700,4,Scabe,0,3,1,50,-0.7514746089008457,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
28,2750,4,Scabe,1,1,0,0,-0.819630107354836,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
29,2800,4,Scabe,0,113,0,0,-0.819630107354836,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
30,2850,4,Scabe,1,24,0,0,-0.819630107354836,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
31,2900,4,Scabe,0,0,1,50,-0.7514746089008457,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
32,2950,4,Scabe,0,1,2,100,-0.6833191104468556,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
33,3000,4,Scabe,0,8,3,150,-0.6151636119928653,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
34,3050,4,Scabe,0,1,4,200,-0.547008113538875,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
35,3100,4,Scabe,0,11,5,250,-0.47885261508488475,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
36,3150,4,Scabe,0,0,6,300,-0.41069711663089453,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
37,3200,4,Scabe,0,0,7,350,-0.34254161817690426,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
38,3250,4,Scabe,0,0,8,400,-0.27438611972291405,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
39,3300,4,Scabe,0,1,9,450,-0.20623062126892377,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
40,3350,4,Scabe,0,7,10,500,-0.13807512281493353,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
41,3400,4,Scabe,0,4,11,550,-0.06991962436094327,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
42,3450,4,Scabe,0,0,12,600,-0.0017641259069530273,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
43,3500,4,Scabe,0,0,13,650,0.06639137254703723,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
44,3550,4,Scabe,0,0,14,700,0.13454687100102747,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
45,3600,4,Scabe,0,0,15,750,0.2027023694550177,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
46,3650,4,Scabe,0,11,16,800,0.27085786790900795,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
47,3700,4,Scabe,0,0,17,850,0.3390133663629982,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
48,3750,4,Scabe,0,0,18,900,0.40716886481698844,0.3333333333333333,2,0.2366614650395876,H,SJ,SJ_H
1,1400,5,Tahud,0,39,14,700,0.13454687100102747,0.8,5,0.2366614650395876,H,SJ,SJ_H
2,1450,5,Tahud,0,18,13,650,0.06639137254703723,0.8,5,0.2366614650395876,H,SJ,SJ_H
3,1500,5,Tahud,0,11,12,600,-0.0017641259069530273,0.8,5,0.2366614650395876,H,SJ,SJ_H
4,1550,5,Tahud,0,7,11,550,-0.06991962436094327,0.8,5,0.2366614650395876,H,SJ,SJ_H
5,1600,5,Tahud,0,45,10,500,-0.13807512281493353,0.8,5,0.2366614650395876,H,SJ,SJ_H
6,1650,5,Tahud,0,0,9,450,-0.20623062126892377,0.8,5,0.2366614650395876,H,SJ,SJ_H
7,1700,5,Tahud,0,11,8,400,-0.27438611972291405,0.8,5,0.2366614650395876,H,SJ,SJ_H
8,1750,5,Tahud,0,2,7,350,-0.34254161817690426,0.8,5,0.2366614650395876,H,SJ,SJ_H
9,1800,5,Tahud,0,32,6,300,-0.41069711663089453,0.8,5,0.2366614650395876,H,SJ,SJ_H
10,1850,5,Tahud,0,44,5,250,-0.47885261508488475,0.8,5,0.2366614650395876,H,SJ,SJ_H
11,1900,5,Tahud,0,8,4,200,-0.547008113538875,0.8,5,0.2366614650395876,H,SJ,SJ_H
12,1950,5,Tahud,0,24,3,150,-0.6151636119928653,0.8,5,0.2366614650395876,H,SJ,SJ_H
13,2000,5,Tahud,0,6,2,100,-0.6833191104468556,0.8,5,0.2366614650395876,H,SJ,SJ_H
14,2050,5,Tahud,0,78,1,50,-0.7514746089008457,0.8,5,0.2366614650395876,H,SJ,SJ_H
15,2100,5,Tahud,1,365,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
16,2150,5,Tahud,0,18,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
17,2200,5,Tahud,0,23,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
18,2250,5,Tahud,0,44,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
19,2300,5,Tahud,1,191,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
20,2350,5,Tahud,0,15,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
21,2400,5,Tahud,0,33,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
22,2450,5,Tahud,0,19,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
23,2500,5,Tahud,0,23,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
24,2550,5,Tahud,0,38,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
25,2600,5,Tahud,0,0,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
26,2650,5,Tahud,1,12,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
27,2700,5,Tahud,0,3,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
28,2750,5,Tahud,0,1,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
29,2800,5,Tahud,1,113,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
30,2850,5,Tahud,0,24,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
31,2900,5,Tahud,0,0,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
32,2950,5,Tahud,0,1,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
33,3000,5,Tahud,0,8,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
34,3050,5,Tahud,0,1,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
35,3100,5,Tahud,0,11,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
36,3150,5,Tahud,0,0,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
37,3200,5,Tahud,0,0,0,0,-0.819630107354836,0.8,5,0.2366614650395876,H,SJ,SJ_H
